<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2014.01.05	1.08267	1.08599	1.07349	1.08279	201898	0	1
2014.01.12	1.08434	1.08614	1.05416	1.06194	210223	0	1
2014.01.19	1.06312	1.07042	1.04913	1.05634	202942	0	1
2014.01.26	1.05519	1.08295	1.05485	1.08183	215745	0	1
2014.02.02	1.08184	1.09463	1.07729	1.07939	238102	0	1
2014.02.09	1.08108	1.08722	1.07354	1.07850	171660	0	1
2014.02.16	1.08154	1.08899	1.07832	1.08323	180141	0	1
2014.02.23	1.08360	1.08573	1.06279	1.06364	192313	0	1
2014.03.02	1.06541	1.07589	1.06409	1.06949	194741	0	1
2014.03.09	1.06894	1.07029	1.05372	1.05731	319434	0	0
2014.03.16	1.05720	1.06478	1.05413	1.06316	296325	0	0
2014.03.23	1.06538	1.07389	1.06044	1.06749	274089	0	0
2014.03.30	1.06814	1.08340	1.06441	1.08031	261642	0	0
2014.04.06	1.08105	1.08628	1.07349	1.08050	223669	0	1
2014.04.13	1.08101	1.09109	1.07974	1.08637	162819	0	1
2014.04.20	1.08835	1.09110	1.07613	1.08019	145281	0	1
2014.04.27	1.08091	1.08722	1.06820	1.06969	182721	0	1
2014.05.04	1.07094	1.08714	1.06478	1.08639	207099	0	1
2014.05.11	1.08531	1.08776	1.07944	1.08430	157771	0	1
2014.05.18	1.08453	1.08484	1.07458	1.07868	181102	0	1
2014.05.25	1.08065	1.09807	1.07937	1.09453	207432	0	5
2014.06.01	1.09577	1.10345	1.09143	1.09743	176106	0	1
2014.06.08	1.09833	1.10224	1.08214	1.08412	171826	0	1
2014.06.15	1.08377	1.08459	1.07469	1.07924	152675	0	1
2014.06.22	1.07724	1.08239	1.07076	1.07359	144611	0	3
2014.06.29	1.07344	1.08340	1.06514	1.07057	168958	0	3
2014.07.06	1.07009	1.07341	1.06210	1.06460	172152	0	3
2014.07.13	1.06478	1.08243	1.06418	1.08002	239178	0	1
2014.07.20	1.08020	1.10153	1.07722	1.09566	289346	0	1
2014.07.27	1.09839	1.10474	1.09160	1.09425	277906	0	1
2014.08.03	1.09377	1.10525	1.09256	1.09656	199572	0	18
2014.08.10	1.09599	1.10253	1.09406	1.09823	156642	0	18
2014.08.17	1.09748	1.11013	1.09622	1.10817	210705	0	15
2014.08.24	1.11263	1.11906	1.11184	1.11577	225671	0	3
2014.08.31	1.11646	1.12953	1.11201	1.12518	298736	0	1
2014.09.07	1.12732	1.12751	1.10625	1.10883	343189	0	1
2014.09.14	1.10589	1.11017	1.09752	1.09752	345298	0	1
2014.09.21	1.09585	1.11485	1.09182	1.11361	393718	0	1
2014.09.28	1.11317	1.12816	1.11022	1.11646	435359	0	1
2014.10.05	1.11728	1.12795	1.11084	1.11120	437668	0	1
2014.10.12	1.11123	1.11494	1.09820	1.10389	375135	0	1
2014.10.19	1.10487	1.12242	1.09729	1.11962	318726	0	11
2014.10.26	1.12029	1.13026	1.11338	1.12840	319367	0	1
2014.11.02	1.12617	1.12836	1.10913	1.11380	387180	0	2
2014.11.09	1.11267	1.11602	1.10333	1.10579	313816	0	1
2014.11.16	1.10325	1.10419	1.09355	1.09960	320851	0	1
2014.11.23	1.09870	1.10114	1.08196	1.08442	255754	19781000000	3
2014.11.30	1.08259	1.08589	1.07565	1.07791	284571	0	3
2014.12.07	1.07738	1.08681	1.05364	1.05841	340400	248422769000	1
2014.12.14	1.05646	1.06490	1.04549	1.04549	341150	276415350000	0
2014.12.21	1.05065	1.05573	1.04492	1.04506	390481	227102450000	14
2014.12.28	1.04700	1.05326	1.04207	1.04889	374439	190483600000	3
2015.01.04	1.04851	1.05676	1.03513	1.04441	413144	0	52
2015.01.11	1.04573	1.06348	1.04458	1.05340	457875	0	52
2015.01.18	1.05582	1.07547	1.05167	1.05962	315024	0	9
2015.01.25	1.05930	1.07938	1.05772	1.06846	303207	987500000	1
2015.02.01	1.06872	1.07381	1.04889	1.05830	391896	0	1
2015.02.08	1.05410	1.05749	1.03354	1.03873	406762	0	9
2015.02.15	1.03889	1.04284	1.02994	1.04169	404354	0	9
2015.02.22	1.04183	1.04752	1.03155	1.03204	359374	0	9
2015.03.01	1.03210	1.05002	1.02818	1.04736	347840	0	9
2015.03.08	1.04577	1.05295	1.03551	1.04071	376616	0	9
2015.03.15	1.04035	1.04397	1.02558	1.02640	368209	0	1
2015.03.22	1.02716	1.03399	1.02183	1.02309	367784	0	9
2015.03.29	1.02288	1.02621	1.00224	1.00224	299463	0	19
2015.04.05	1.00224	1.02178	1.00198	1.01832	306965	0	6
2015.04.12	1.01832	1.02203	1.00767	1.01250	416956	0	6
