<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.05.07	0.84849	0.84883	0.83833	0.84605	667746	684623808000	0
2017.05.14	0.84746	0.86147	0.84575	0.85927	740152	764772542000	0
2017.05.21	0.86131	0.87503	0.85926	0.87204	682665	664765669000	0
2017.05.28	0.87166	0.87671	0.86554	0.87470	612139	521435939000	0
2017.06.04	0.87591	0.88590	0.86514	0.87740	613634	0	7
2017.06.11	0.88107	0.88660	0.87189	0.87589	580180	0	7
2017.06.18	0.87769	0.88452	0.87337	0.87926	482063	0	7
2017.06.25	0.87891	0.88797	0.87630	0.87671	541638	0	7
2017.07.02	0.87772	0.88602	0.87562	0.88475	488662	0	7
2017.07.09	0.88433	0.89489	0.87425	0.87501	523220	0	7
2017.07.16	0.87556	0.89945	0.87442	0.89722	578751	0	7
2017.07.23	0.89725	0.89837	0.88907	0.89405	609713	0	7
2017.07.30	0.89414	0.90541	0.89221	0.90213	570320	0	7
2017.08.06	0.90242	0.91185	0.90072	0.90848	563067	0	7
2017.08.13	0.90851	0.91489	0.90504	0.91223	585359	0	7
2017.08.20	0.91401	0.92694	0.91106	0.92509	513059	0	7
2017.08.27	0.92438	0.93060	0.91495	0.91552	609943	0	7
2017.09.03	0.91701	0.92258	0.91090	0.91122	650136	0	7
2017.09.10	0.91088	0.91215	0.87739	0.87889	657351	1996486000	0
2017.09.17	0.87847	0.88990	0.87785	0.88429	713355	0	0
2017.09.24	0.88194	0.88417	0.87460	0.88153	667909	0	0
2017.10.01	0.88186	0.89922	0.88011	0.89710	508163	0	0
2017.10.08	0.89530	0.90329	0.88759	0.88937	479293	0	0
2017.10.15	0.88779	0.90223	0.88557	0.89292	480938	0	0
2017.10.22	0.89215	0.89754	0.88257	0.88356	479097	0	0
2017.10.29	0.88364	0.89385	0.87328	0.88745	437217	0	0
2017.11.05	0.88844	0.88883	0.87914	0.88418	404202	0	0
2017.11.12	0.88515	0.90143	0.88444	0.89149	447870	0	0
2017.11.19	0.89119	0.89619	0.88418	0.89420	386850	0	0
2017.11.26	0.89473	0.89816	0.87763	0.88230	504046	0	0
2017.12.03	0.88201	0.88676	0.86893	0.87923	558907	0	0
2017.12.10	0.87856	0.88596	0.87605	0.88231	535037	0	0
2017.12.17	0.88231	0.88901	0.87923	0.88762	600610	0	0
2017.12.24	0.88759	0.88940	0.88535	0.88791	340698	0	2
2017.12.31	0.88816	0.89243	0.88480	0.88682	426749	0	2
2018.01.07	0.88671	0.89275	0.88088	0.88911	637680	0	1
2018.01.14	0.88817	0.89100	0.88015	0.88261	780568	0	1
2018.01.21	0.88301	0.88337	0.86869	0.87802	929951	0	0
2018.01.28	0.87885	0.88330	0.87162	0.88221	857745	0	1
2018.02.04	0.88150	0.89107	0.87321	0.88619	1019561	0	1
