<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2013.10.10	21:00:00	0.84705	0.84710	0.84651	0.84668	1146	0	5
2013.10.10	22:00:00	0.84668	0.84692	0.84657	0.84662	952	0	5
2013.10.10	23:00:00	0.84662	0.84690	0.84637	0.84675	785	0	1
2013.10.11	00:00:00	0.84672	0.84691	0.84637	0.84677	1205	0	1
2013.10.11	01:00:00	0.84676	0.84686	0.84653	0.84670	681	0	5
2013.10.11	02:00:00	0.84669	0.84680	0.84656	0.84671	886	0	5
2013.10.11	03:00:00	0.84672	0.84682	0.84642	0.84675	912	0	4
2013.10.11	04:00:00	0.84676	0.84697	0.84658	0.84688	778	0	6
2013.10.11	05:00:00	0.84688	0.84727	0.84685	0.84715	853	0	6
2013.10.11	06:00:00	0.84717	0.84727	0.84681	0.84685	675	0	6
2013.10.11	07:00:00	0.84684	0.84692	0.84639	0.84650	748	0	4
2013.10.11	08:00:00	0.84651	0.84710	0.84611	0.84665	1284	0	3
2013.10.11	09:00:00	0.84665	0.84783	0.84650	0.84756	1967	0	3
2013.10.11	10:00:00	0.84752	0.84937	0.84742	0.84924	2084	0	2
2013.10.11	11:00:00	0.84923	0.84937	0.84887	0.84933	1814	0	4
2013.10.11	12:00:00	0.84933	0.84989	0.84922	0.84922	1538	0	3
2013.10.11	13:00:00	0.84922	0.84972	0.84918	0.84958	1141	0	4
2013.10.11	14:00:00	0.84958	0.84985	0.84887	0.84953	1724	0	4
2013.10.11	15:00:00	0.84953	0.84986	0.84927	0.84951	1827	0	4
2013.10.11	16:00:00	0.84948	0.85071	0.84948	0.85050	1961	0	2
2013.10.11	17:00:00	0.85050	0.85091	0.84986	0.85034	2017	0	3
2013.10.11	18:00:00	0.85033	0.85044	0.84918	0.84955	1883	0	3
2013.10.11	19:00:00	0.84953	0.84960	0.84905	0.84905	1094	0	4
2013.10.11	20:00:00	0.84907	0.84925	0.84878	0.84919	1140	0	3
2013.10.11	21:00:00	0.84919	0.84932	0.84905	0.84910	886	0	7
2013.10.11	22:00:00	0.84911	0.84942	0.84800	0.84800	1024	0	7
2013.10.14	00:00:00	0.84885	0.84903	0.84862	0.84898	944	0	9
2013.10.14	01:00:00	0.84897	0.84902	0.84870	0.84891	493	0	7
2013.10.14	02:00:00	0.84894	0.84907	0.84880	0.84883	870	0	6
2013.10.14	03:00:00	0.84883	0.84898	0.84861	0.84885	871	0	7
2013.10.14	04:00:00	0.84885	0.84886	0.84859	0.84863	561	0	7
2013.10.14	05:00:00	0.84864	0.84867	0.84849	0.84862	574	0	7
2013.10.14	06:00:00	0.84862	0.84868	0.84838	0.84848	590	0	7
2013.10.14	07:00:00	0.84848	0.84862	0.84833	0.84860	677	0	7
2013.10.14	08:00:00	0.84859	0.84903	0.84837	0.84876	1092	0	5
2013.10.14	09:00:00	0.84875	0.84895	0.84857	0.84877	1338	0	4
2013.10.14	10:00:00	0.84878	0.84890	0.84801	0.84863	1522	0	4
2013.10.14	11:00:00	0.84865	0.84939	0.84858	0.84897	1488	0	4
2013.10.14	12:00:00	0.84898	0.84899	0.84808	0.84817	1345	0	5
2013.10.14	13:00:00	0.84818	0.84875	0.84814	0.84820	1138	0	4
2013.10.14	14:00:00	0.84822	0.84933	0.84793	0.84883	2249	0	4
2013.10.14	15:00:00	0.84884	0.84911	0.84845	0.84862	1290	0	7
2013.10.14	16:00:00	0.84862	0.84928	0.84812	0.84826	1464	0	5
2013.10.14	17:00:00	0.84825	0.84900	0.84820	0.84885	1467	0	3
2013.10.14	18:00:00	0.84884	0.84954	0.84870	0.84876	1185	0	6
2013.10.14	19:00:00	0.84877	0.84904	0.84854	0.84875	1092	0	4
2013.10.14	20:00:00	0.84874	0.84906	0.84847	0.84876	1204	0	6
2013.10.14	21:00:00	0.84874	0.84877	0.84824	0.84831	1004	0	7
2013.10.14	22:00:00	0.84830	0.84856	0.84826	0.84836	931	0	6
2013.10.14	23:00:00	0.84837	0.84859	0.84816	0.84843	1027	0	5
2013.10.15	00:00:00	0.84846	0.84877	0.84826	0.84864	962	0	6
2013.10.15	01:00:00	0.84864	0.84898	0.84863	0.84875	625	0	3
2013.10.15	02:00:00	0.84875	0.84945	0.84844	0.84862	1271	0	2
2013.10.15	03:00:00	0.84863	0.84869	0.84779	0.84808	928	0	5
2013.10.15	04:00:00	0.84808	0.84831	0.84785	0.84828	580	0	6
2013.10.15	05:00:00	0.84830	0.84833	0.84779	0.84797	728	0	7
2013.10.15	06:00:00	0.84797	0.84813	0.84788	0.84810	614	0	5
2013.10.15	07:00:00	0.84811	0.84873	0.84800	0.84866	775	0	7
2013.10.15	08:00:00	0.84865	0.84936	0.84858	0.84932	1265	0	5
2013.10.15	09:00:00	0.84933	0.84937	0.84819	0.84873	1705	0	3
2013.10.15	10:00:00	0.84873	0.84902	0.84714	0.84756	2331	0	1
2013.10.15	11:00:00	0.84756	0.84801	0.84669	0.84750	3097	0	1
2013.10.15	12:00:00	0.84745	0.84779	0.84660	0.84711	2449	0	1
2013.10.15	13:00:00	0.84709	0.84724	0.84649	0.84679	1912	0	5
2013.10.15	14:00:00	0.84678	0.84682	0.84629	0.84659	1959	0	3
2013.10.15	15:00:00	0.84659	0.84672	0.84591	0.84610	2579	0	4
2013.10.15	16:00:00	0.84610	0.84620	0.84533	0.84552	2287	0	4
2013.10.15	17:00:00	0.84555	0.84555	0.84463	0.84468	2565	0	1
2013.10.15	18:00:00	0.84468	0.84536	0.84451	0.84499	1700	0	5
2013.10.15	19:00:00	0.84500	0.84500	0.84451	0.84461	1142	0	4
2013.10.15	20:00:00	0.84457	0.84567	0.84446	0.84517	2143	0	3
2013.10.15	21:00:00	0.84518	0.84531	0.84496	0.84507	1208	0	6
2013.10.15	22:00:00	0.84506	0.84594	0.84501	0.84521	1129	0	3
2013.10.15	23:00:00	0.84521	0.84575	0.84510	0.84538	1073	0	4
2013.10.16	00:00:00	0.84538	0.84582	0.84535	0.84571	965	0	8
2013.10.16	01:00:00	0.84571	0.84599	0.84561	0.84590	960	0	6
2013.10.16	02:00:00	0.84590	0.84606	0.84552	0.84557	1164	0	5
2013.10.16	03:00:00	0.84556	0.84599	0.84554	0.84588	824	0	5
2013.10.16	04:00:00	0.84586	0.84616	0.84575	0.84614	972	0	5
2013.10.16	05:00:00	0.84616	0.84616	0.84584	0.84612	714	0	6
2013.10.16	06:00:00	0.84612	0.84617	0.84585	0.84589	568	0	6
2013.10.16	07:00:00	0.84590	0.84613	0.84577	0.84597	787	0	5
2013.10.16	08:00:00	0.84597	0.84604	0.84523	0.84527	1329	0	5
2013.10.16	09:00:00	0.84527	0.84545	0.84498	0.84515	1680	0	3
2013.10.16	10:00:00	0.84514	0.84547	0.84301	0.84422	2934	0	1
2013.10.16	11:00:00	0.84424	0.84454	0.84354	0.84380	2065	0	2
2013.10.16	12:00:00	0.84380	0.84514	0.84372	0.84481	1812	0	3
2013.10.16	13:00:00	0.84480	0.84545	0.84478	0.84529	1720	0	3
2013.10.16	14:00:00	0.84528	0.84673	0.84512	0.84625	2220	0	5
2013.10.16	15:00:00	0.84625	0.84636	0.84564	0.84632	2196	0	1
2013.10.16	16:00:00	0.84634	0.84727	0.84629	0.84686	2862	0	2
2013.10.16	17:00:00	0.84682	0.84855	0.84654	0.84817	3020	0	1
2013.10.16	18:00:00	0.84816	0.84890	0.84762	0.84840	2457	0	2
2013.10.16	19:00:00	0.84841	0.84893	0.84795	0.84854	2192	0	2
2013.10.16	20:00:00	0.84855	0.84893	0.84828	0.84846	1796	0	5
2013.10.16	21:00:00	0.84846	0.84857	0.84814	0.84848	1187	0	6
2013.10.16	22:00:00	0.84848	0.84848	0.84818	0.84835	1012	0	5
2013.10.16	23:00:00	0.84836	0.84852	0.84797	0.84816	1068	0	4
2013.10.17	00:00:00	0.84816	0.84831	0.84787	0.84809	1017	0	5
2013.10.17	01:00:00	0.84808	0.84810	0.84779	0.84795	640	0	3
2013.10.17	02:00:00	0.84791	0.84825	0.84775	0.84813	1122	0	2
2013.10.17	03:00:00	0.84812	0.84825	0.84758	0.84768	1012	0	1
2013.10.17	04:00:00	0.84766	0.84802	0.84753	0.84787	1299	0	6
2013.10.17	05:00:00	0.84783	0.84793	0.84763	0.84777	742	0	7
2013.10.17	06:00:00	0.84777	0.84782	0.84755	0.84765	809	0	6
2013.10.17	07:00:00	0.84765	0.84822	0.84739	0.84752	1179	0	5
2013.10.17	08:00:00	0.84752	0.84819	0.84711	0.84786	2292	0	5
2013.10.17	09:00:00	0.84787	0.84959	0.84772	0.84838	3490	0	1
2013.10.17	10:00:00	0.84840	0.84885	0.84659	0.84681	3553	0	1
2013.10.17	11:00:00	0.84680	0.84745	0.84670	0.84719	2406	0	4
2013.10.17	12:00:00	0.84719	0.84829	0.84718	0.84829	2063	0	3
2013.10.17	13:00:00	0.84829	0.84890	0.84782	0.84783	2612	0	4
2013.10.17	14:00:00	0.84781	0.84828	0.84703	0.84710	3354	0	2
2013.10.17	15:00:00	0.84710	0.84726	0.84634	0.84689	3121	0	1
2013.10.17	16:00:00	0.84689	0.84707	0.84591	0.84613	3182	0	1
2013.10.17	17:00:00	0.84614	0.84631	0.84513	0.84518	2175	0	3
2013.10.17	18:00:00	0.84518	0.84574	0.84493	0.84528	1564	0	5
2013.10.17	19:00:00	0.84545	0.84603	0.84533	0.84592	1292	0	1
2013.10.17	20:00:00	0.84592	0.84664	0.84564	0.84631	1705	0	4
2013.10.17	21:00:00	0.84628	0.84638	0.84582	0.84614	1281	0	5
2013.10.17	22:00:00	0.84616	0.84632	0.84589	0.84590	1028	0	4
2013.10.17	23:00:00	0.84589	0.84618	0.84574	0.84592	917	0	7
2013.10.18	00:00:00	0.84593	0.84606	0.84574	0.84582	889	0	4
2013.10.18	01:00:00	0.84583	0.84634	0.84580	0.84631	584	0	6
2013.10.18	02:00:00	0.84631	0.84654	0.84616	0.84616	966	0	7
2013.10.18	03:00:00	0.84620	0.84644	0.84593	0.84627	1013	0	6
2013.10.18	04:00:00	0.84628	0.84630	0.84600	0.84612	813	0	6
2013.10.18	05:00:00	0.84613	0.84621	0.84599	0.84612	656	0	6
2013.10.18	06:00:00	0.84612	0.84614	0.84599	0.84608	525	0	6
2013.10.18	07:00:00	0.84609	0.84616	0.84589	0.84600	776	0	6
2013.10.18	08:00:00	0.84600	0.84620	0.84526	0.84571	1945	0	2
2013.10.18	09:00:00	0.84570	0.84598	0.84477	0.84536	2213	0	5
2013.10.18	10:00:00	0.84532	0.84604	0.84485	0.84589	1913	0	3
2013.10.18	11:00:00	0.84588	0.84592	0.84436	0.84443	2067	0	3
2013.10.18	12:00:00	0.84443	0.84487	0.84411	0.84487	2370	0	1
2013.10.18	13:00:00	0.84489	0.84522	0.84445	0.84514	1729	0	5
2013.10.18	14:00:00	0.84514	0.84530	0.84475	0.84496	1782	0	3
2013.10.18	15:00:00	0.84498	0.84543	0.84470	0.84539	1883	0	3
2013.10.18	16:00:00	0.84540	0.84601	0.84514	0.84594	1974	0	3
2013.10.18	17:00:00	0.84595	0.84651	0.84580	0.84610	1500	0	4
2013.10.18	18:00:00	0.84611	0.84692	0.84593	0.84655	1329	0	6
2013.10.18	19:00:00	0.84654	0.84675	0.84620	0.84622	1118	0	4
2013.10.18	20:00:00	0.84620	0.84643	0.84599	0.84638	1092	0	5
2013.10.18	21:00:00	0.84638	0.84648	0.84608	0.84645	861	0	6
2013.10.18	22:00:00	0.84644	0.84694	0.84613	0.84629	1193	0	4
2013.10.21	00:00:00	0.84594	0.84635	0.84589	0.84616	805	0	7
2013.10.21	01:00:00	0.84616	0.84616	0.84589	0.84603	537	0	7
2013.10.21	02:00:00	0.84601	0.84637	0.84588	0.84614	1129	0	3
2013.10.21	03:00:00	0.84610	0.84636	0.84595	0.84608	832	0	7
2013.10.21	04:00:00	0.84608	0.84633	0.84599	0.84616	626	0	6
2013.10.21	05:00:00	0.84615	0.84630	0.84597	0.84620	676	0	7
2013.10.21	06:00:00	0.84620	0.84641	0.84595	0.84598	702	0	5
2013.10.21	07:00:00	0.84598	0.84621	0.84569	0.84584	837	0	4
2013.10.21	08:00:00	0.84583	0.84624	0.84567	0.84591	1375	0	4
2013.10.21	09:00:00	0.84592	0.84612	0.84504	0.84511	1749	0	4
2013.10.21	10:00:00	0.84511	0.84551	0.84507	0.84516	1541	0	3
2013.10.21	11:00:00	0.84517	0.84641	0.84511	0.84596	1538	0	1
2013.10.21	12:00:00	0.84596	0.84633	0.84584	0.84596	1418	0	2
2013.10.21	13:00:00	0.84596	0.84670	0.84585	0.84646	1497	0	2
2013.10.21	14:00:00	0.84647	0.84683	0.84612	0.84649	2028	0	2
2013.10.21	15:00:00	0.84650	0.84669	0.84571	0.84581	1890	0	1
2013.10.21	16:00:00	0.84583	0.84631	0.84564	0.84623	2009	0	1
2013.10.21	17:00:00	0.84623	0.84664	0.84613	0.84658	1381	0	4
2013.10.21	18:00:00	0.84658	0.84709	0.84648	0.84683	984	0	6
2013.10.21	19:00:00	0.84683	0.84726	0.84645	0.84726	1120	0	6
2013.10.21	20:00:00	0.84726	0.84728	0.84698	0.84711	987	0	5
2013.10.21	21:00:00	0.84711	0.84727	0.84703	0.84723	748	0	6
2013.10.21	22:00:00	0.84724	0.84726	0.84708	0.84708	866	0	6
2013.10.21	23:00:00	0.84716	0.84732	0.84702	0.84710	1026	0	2
2013.10.22	00:00:00	0.84714	0.84727	0.84707	0.84717	494	0	3
2013.10.22	01:00:00	0.84717	0.84786	0.84716	0.84749	800	0	3
2013.10.22	02:00:00	0.84749	0.84774	0.84739	0.84749	653	0	5
2013.10.22	03:00:00	0.84747	0.84753	0.84722	0.84727	584	0	3
2013.10.22	04:00:00	0.84727	0.84778	0.84726	0.84755	881	0	2
2013.10.22	05:00:00	0.84755	0.84766	0.84749	0.84759	496	0	5
2013.10.22	06:00:00	0.84758	0.84767	0.84750	0.84760	461	0	4
2013.10.22	07:00:00	0.84761	0.84778	0.84739	0.84743	680	0	4
2013.10.22	08:00:00	0.84745	0.84803	0.84731	0.84767	1278	0	2
2013.10.22	09:00:00	0.84769	0.84815	0.84765	0.84802	1504	0	4
2013.10.22	10:00:00	0.84803	0.84809	0.84741	0.84766	1742	0	2
2013.10.22	11:00:00	0.84768	0.84784	0.84727	0.84761	1133	0	3
2013.10.22	12:00:00	0.84761	0.84791	0.84738	0.84749	1319	0	2
2013.10.22	13:00:00	0.84749	0.84764	0.84731	0.84737	1151	0	3
2013.10.22	14:00:00	0.84737	0.84949	0.84679	0.84853	3280	0	1
2013.10.22	15:00:00	0.84856	0.84940	0.84854	0.84912	3011	0	2
2013.10.22	16:00:00	0.84910	0.84976	0.84905	0.84949	3026	0	3
2013.10.22	17:00:00	0.84948	0.84987	0.84911	0.84931	2114	0	2
2013.10.22	18:00:00	0.84931	0.84969	0.84876	0.84893	1870	0	2
2013.10.22	19:00:00	0.84891	0.84912	0.84873	0.84895	1545	0	3
2013.10.22	20:00:00	0.84896	0.84906	0.84862	0.84872	1480	0	3
2013.10.22	21:00:00	0.84872	0.84903	0.84865	0.84890	975	0	6
2013.10.22	22:00:00	0.84888	0.84895	0.84874	0.84880	829	0	6
2013.10.22	23:00:00	0.84880	0.84904	0.84863	0.84881	805	0	1
2013.10.23	00:00:00	0.84881	0.84896	0.84863	0.84877	643	0	2
2013.10.23	01:00:00	0.84878	0.84888	0.84871	0.84882	495	0	8
2013.10.23	02:00:00	0.84883	0.84898	0.84853	0.84856	998	0	5
2013.10.23	03:00:00	0.84857	0.84876	0.84846	0.84851	984	0	7
2013.10.23	04:00:00	0.84849	0.84879	0.84848	0.84866	944	0	6
2013.10.23	05:00:00	0.84866	0.84871	0.84838	0.84849	1309	0	6
2013.10.23	06:00:00	0.84848	0.84919	0.84836	0.84903	1772	0	5
2013.10.23	07:00:00	0.84902	0.84944	0.84886	0.84940	1346	0	5
2013.10.23	08:00:00	0.84936	0.85220	0.84917	0.85209	2290	0	3
2013.10.23	09:00:00	0.85208	0.85286	0.85079	0.85104	2948	0	1
2013.10.23	10:00:00	0.85107	0.85244	0.85033	0.85205	2702	0	2
2013.10.23	11:00:00	0.85205	0.85229	0.85127	0.85222	2105	0	2
2013.10.23	12:00:00	0.85224	0.85256	0.85157	0.85204	1976	0	2
2013.10.23	13:00:00	0.85202	0.85220	0.85144	0.85161	1880	0	3
2013.10.23	14:00:00	0.85162	0.85194	0.85137	0.85174	1619	0	1
2013.10.23	15:00:00	0.85176	0.85310	0.85165	0.85206	2266	0	3
2013.10.23	16:00:00	0.85205	0.85247	0.85111	0.85243	2856	0	4
2013.10.23	17:00:00	0.85242	0.85271	0.85170	0.85259	2091	0	4
2013.10.23	18:00:00	0.85258	0.85287	0.85234	0.85245	1679	0	4
2013.10.23	19:00:00	0.85244	0.85251	0.85200	0.85220	1162	0	4
2013.10.23	20:00:00	0.85218	0.85239	0.85198	0.85203	957	0	3
2013.10.23	21:00:00	0.85202	0.85235	0.85202	0.85209	795	0	7
2013.10.23	22:00:00	0.85212	0.85231	0.85208	0.85219	1009	0	5
2013.10.23	23:00:00	0.85220	0.85232	0.85204	0.85214	918	0	2
2013.10.24	00:00:00	0.85218	0.85233	0.85212	0.85220	682	0	5
2013.10.24	01:00:00	0.85219	0.85253	0.85213	0.85239	478	0	6
2013.10.24	02:00:00	0.85240	0.85271	0.85234	0.85234	1004	0	6
2013.10.24	03:00:00	0.85234	0.85239	0.85153	0.85154	1292	0	1
2013.10.24	04:00:00	0.85155	0.85158	0.85113	0.85144	1215	0	5
2013.10.24	05:00:00	0.85144	0.85159	0.85129	0.85140	738	0	4
2013.10.24	06:00:00	0.85139	0.85175	0.85133	0.85156	580	0	7
2013.10.24	07:00:00	0.85156	0.85226	0.85151	0.85182	1185	0	4
2013.10.24	08:00:00	0.85184	0.85239	0.85165	0.85228	2283	0	1
2013.10.24	09:00:00	0.85229	0.85279	0.85150	0.85199	2636	0	1
2013.10.24	10:00:00	0.85198	0.85199	0.85071	0.85171	2393	0	1
2013.10.24	11:00:00	0.85173	0.85335	0.85173	0.85331	2287	0	2
2013.10.24	12:00:00	0.85332	0.85410	0.85274	0.85298	2184	0	2
2013.10.24	13:00:00	0.85298	0.85398	0.85298	0.85395	1903	0	1
2013.10.24	14:00:00	0.85395	0.85432	0.85362	0.85401	2721	0	1
2013.10.24	15:00:00	0.85401	0.85549	0.85389	0.85459	2856	0	3
2013.10.24	16:00:00	0.85457	0.85472	0.85309	0.85375	2659	0	3
2013.10.24	17:00:00	0.85375	0.85394	0.85303	0.85321	1970	0	3
2013.10.24	18:00:00	0.85320	0.85322	0.85185	0.85234	2250	0	2
2013.10.24	19:00:00	0.85232	0.85268	0.85152	0.85162	2103	0	3
2013.10.24	20:00:00	0.85162	0.85198	0.85145	0.85172	1431	0	5
2013.10.24	21:00:00	0.85170	0.85188	0.85159	0.85169	1031	0	5
2013.10.24	22:00:00	0.85167	0.85187	0.85167	0.85172	905	0	2
2013.10.24	23:00:00	0.85173	0.85195	0.85166	0.85174	694	0	1
2013.10.25	00:00:00	0.85176	0.85199	0.85169	0.85185	905	0	1
2013.10.25	01:00:00	0.85185	0.85213	0.85171	0.85206	537	0	5
2013.10.25	02:00:00	0.85205	0.85233	0.85172	0.85191	1257	0	6
2013.10.25	03:00:00	0.85192	0.85208	0.85164	0.85179	1023	0	4
2013.10.25	04:00:00	0.85178	0.85179	0.85149	0.85168	973	0	4
2013.10.25	05:00:00	0.85169	0.85206	0.85144	0.85146	915	0	2
2013.10.25	06:00:00	0.85148	0.85182	0.85041	0.85133	1939	0	1
2013.10.25	07:00:00	0.85135	0.85192	0.85112	0.85154	1427	0	3
2013.10.25	08:00:00	0.85152	0.85229	0.85138	0.85204	1711	0	4
2013.10.25	09:00:00	0.85204	0.85289	0.85172	0.85234	2388	0	1
2013.10.25	10:00:00	0.85232	0.85294	0.85063	0.85237	3079	0	1
2013.10.25	11:00:00	0.85238	0.85247	0.85140	0.85181	2345	0	2
2013.10.25	12:00:00	0.85179	0.85226	0.85150	0.85204	2093	0	3
2013.10.25	13:00:00	0.85204	0.85233	0.85160	0.85182	1916	0	4
2013.10.25	14:00:00	0.85184	0.85222	0.85130	0.85130	2542	0	1
2013.10.25	15:00:00	0.85131	0.85243	0.85130	0.85208	2161	0	1
2013.10.25	16:00:00	0.85207	0.85424	0.85207	0.85318	2785	0	1
2013.10.25	17:00:00	0.85319	0.85373	0.85306	0.85368	2086	0	1
2013.10.25	18:00:00	0.85369	0.85380	0.85339	0.85339	1284	0	3
2013.10.25	19:00:00	0.85343	0.85364	0.85327	0.85349	1333	0	6
2013.10.25	20:00:00	0.85348	0.85370	0.85331	0.85356	1006	0	5
2013.10.25	21:00:00	0.85357	0.85370	0.85334	0.85336	1014	0	6
2013.10.25	22:00:00	0.85334	0.85391	0.85323	0.85366	1011	0	3
2013.10.28	00:00:00	0.85371	0.85379	0.85332	0.85354	653	0	2
2013.10.28	01:00:00	0.85349	0.85382	0.85325	0.85370	1004	0	4
2013.10.28	02:00:00	0.85369	0.85374	0.85341	0.85347	912	0	6
2013.10.28	03:00:00	0.85347	0.85350	0.85317	0.85331	811	0	7
2013.10.28	04:00:00	0.85333	0.85340	0.85320	0.85330	689	0	7
2013.10.28	05:00:00	0.85329	0.85340	0.85311	0.85328	658	0	6
2013.10.28	06:00:00	0.85327	0.85329	0.85276	0.85306	842	0	6
2013.10.28	07:00:00	0.85307	0.85317	0.85284	0.85292	1130	0	6
2013.10.28	08:00:00	0.85293	0.85333	0.85268	0.85268	1412	0	3
2013.10.28	09:00:00	0.85266	0.85308	0.85240	0.85277	1905	0	3
2013.10.28	10:00:00	0.85278	0.85281	0.85194	0.85222	1974	0	3
2013.10.28	11:00:00	0.85222	0.85239	0.85198	0.85210	1302	0	4
2013.10.28	12:00:00	0.85210	0.85261	0.85198	0.85230	1569	0	3
2013.10.28	13:00:00	0.85229	0.85340	0.85193	0.85333	2518	0	1
2013.10.28	14:00:00	0.85333	0.85383	0.85304	0.85368	2574	0	3
2013.10.28	15:00:00	0.85380	0.85385	0.85273	0.85307	2084	0	2
2013.10.28	16:00:00	0.85308	0.85472	0.85283	0.85456	2294	0	3
2013.10.28	17:00:00	0.85456	0.85464	0.85417	0.85417	1533	0	4
2013.10.28	18:00:00	0.85418	0.85436	0.85396	0.85408	1277	0	4
2013.10.28	19:00:00	0.85409	0.85452	0.85386	0.85435	1637	0	5
2013.10.28	20:00:00	0.85438	0.85447	0.85384	0.85433	1476	0	5
2013.10.28	21:00:00	0.85432	0.85438	0.85387	0.85388	948	0	3
2013.10.28	22:00:00	0.85384	0.85421	0.85384	0.85410	863	0	2
2013.10.28	23:00:00	0.85411	0.85433	0.85402	0.85408	777	0	5
2013.10.29	00:00:00	0.85409	0.85444	0.85405	0.85426	778	0	7
2013.10.29	01:00:00	0.85428	0.85710	0.85417	0.85620	2729	0	1
2013.10.29	02:00:00	0.85622	0.85679	0.85602	0.85665	1388	0	2
2013.10.29	03:00:00	0.85663	0.85664	0.85609	0.85619	971	0	6
2013.10.29	04:00:00	0.85618	0.85633	0.85598	0.85605	896	0	6
2013.10.29	05:00:00	0.85606	0.85606	0.85569	0.85579	1010	0	4
2013.10.29	06:00:00	0.85579	0.85581	0.85488	0.85538	1382	0	2
2013.10.29	07:00:00	0.85538	0.85623	0.85536	0.85596	1464	0	5
2013.10.29	08:00:00	0.85596	0.85651	0.85557	0.85582	1921	0	4
2013.10.29	09:00:00	0.85581	0.85623	0.85560	0.85566	2261	0	2
2013.10.29	10:00:00	0.85563	0.85607	0.85453	0.85539	2556	0	2
2013.10.29	11:00:00	0.85541	0.85580	0.85512	0.85567	1775	0	2
2013.10.29	12:00:00	0.85566	0.85633	0.85549	0.85631	2087	0	3
2013.10.29	13:00:00	0.85627	0.85677	0.85569	0.85640	2590	0	1
2013.10.29	14:00:00	0.85644	0.85689	0.85610	0.85654	2197	0	1
2013.10.29	15:00:00	0.85654	0.85847	0.85627	0.85816	3316	0	1
2013.10.29	16:00:00	0.85816	0.85844	0.85707	0.85743	2979	0	1
2013.10.29	17:00:00	0.85743	0.85786	0.85633	0.85649	3083	0	3
2013.10.29	18:00:00	0.85650	0.85768	0.85623	0.85766	2026	0	2
2013.10.29	19:00:00	0.85760	0.85774	0.85668	0.85668	1544	0	5
2013.10.29	20:00:00	0.85667	0.85682	0.85649	0.85658	1380	0	4
2013.10.29	21:00:00	0.85658	0.85675	0.85648	0.85655	1019	0	3
2013.10.29	22:00:00	0.85655	0.85678	0.85654	0.85660	904	0	6
2013.10.29	23:00:00	0.85661	0.85671	0.85639	0.85639	1073	0	6
2013.10.30	00:00:00	0.85646	0.85657	0.85627	0.85632	693	0	6
2013.10.30	01:00:00	0.85633	0.85654	0.85609	0.85629	1179	0	4
2013.10.30	02:00:00	0.85628	0.85662	0.85615	0.85633	1209	0	3
2013.10.30	03:00:00	0.85633	0.85711	0.85627	0.85711	891	0	6
2013.10.30	04:00:00	0.85709	0.85715	0.85650	0.85679	1152	0	5
2013.10.30	05:00:00	0.85678	0.85678	0.85633	0.85635	846	0	5
2013.10.30	06:00:00	0.85637	0.85648	0.85612	0.85623	1087	0	6
2013.10.30	07:00:00	0.85623	0.85646	0.85588	0.85644	1329	0	1
2013.10.30	08:00:00	0.85643	0.85676	0.85603	0.85675	1504	0	1
2013.10.30	09:00:00	0.85677	0.85744	0.85629	0.85742	2480	0	1
2013.10.30	10:00:00	0.85743	0.85746	0.85611	0.85629	2096	0	2
2013.10.30	11:00:00	0.85635	0.85702	0.85618	0.85634	2040	0	2
2013.10.30	12:00:00	0.85638	0.85690	0.85590	0.85649	1555	0	2
2013.10.30	13:00:00	0.85653	0.85695	0.85627	0.85650	2318	0	1
2013.10.30	14:00:00	0.85646	0.85672	0.85570	0.85665	2046	0	1
2013.10.30	15:00:00	0.85668	0.85731	0.85651	0.85683	2201	0	2
2013.10.30	16:00:00	0.85683	0.85718	0.85642	0.85652	1875	0	4
2013.10.30	17:00:00	0.85653	0.85693	0.85646	0.85678	1879	0	4
2013.10.30	18:00:00	0.85680	0.85775	0.85674	0.85731	1864	0	1
2013.10.30	19:00:00	0.85731	0.85757	0.85599	0.85708	4309	0	1
2013.10.30	20:00:00	0.85709	0.85709	0.85605	0.85639	2136	0	3
2013.10.30	21:00:00	0.85640	0.85650	0.85622	0.85630	1338	0	5
2013.10.30	22:00:00	0.85627	0.85667	0.85615	0.85656	725	0	7
2013.10.30	23:00:00	0.85649	0.85649	0.85605	0.85613	883	0	5
2013.10.31	00:00:00	0.85612	0.85671	0.85608	0.85637	947	0	6
2013.10.31	01:00:00	0.85638	0.85652	0.85601	0.85616	1264	0	4
2013.10.31	02:00:00	0.85618	0.85657	0.85613	0.85644	1145	0	6
2013.10.31	03:00:00	0.85645	0.85654	0.85620	0.85623	887	0	6
2013.10.31	04:00:00	0.85622	0.85632	0.85585	0.85585	1492	0	2
2013.10.31	05:00:00	0.85585	0.85589	0.85549	0.85575	1009	0	6
2013.10.31	06:00:00	0.85575	0.85588	0.85502	0.85523	1381	0	5
2013.10.31	07:00:00	0.85527	0.85587	0.85503	0.85571	1351	0	2
2013.10.31	08:00:00	0.85571	0.85573	0.85500	0.85514	2199	0	1
2013.10.31	09:00:00	0.85514	0.85552	0.85436	0.85502	2437	0	1
2013.10.31	10:00:00	0.85502	0.85547	0.85456	0.85462	2278	0	1
2013.10.31	11:00:00	0.85462	0.85462	0.85195	0.85251	3216	0	2
2013.10.31	12:00:00	0.85251	0.85264	0.85025	0.85029	2859	0	1
2013.10.31	13:00:00	0.85031	0.85081	0.85007	0.85021	2616	0	1
2013.10.31	14:00:00	0.85020	0.85057	0.84883	0.84900	3306	0	1
