<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2012.07.15	1.55812	1.57351	1.55164	1.56195	335646	0	10
2012.07.22	1.56049	1.57668	1.54581	1.57439	385250	0	10
2012.07.29	1.57331	1.57395	1.54898	1.56371	359609	0	4
2012.08.05	1.56362	1.57001	1.55453	1.56873	337365	0	10
2012.08.12	1.56759	1.57437	1.56353	1.56935	302201	0	10
2012.08.19	1.56968	1.59113	1.56772	1.58089	304358	0	10
2012.08.26	1.58138	1.58940	1.57534	1.58636	248533	0	10
2012.09.02	1.58808	1.60333	1.58258	1.60075	303045	0	10
2012.09.09	1.60109	1.62541	1.59582	1.62143	330437	0	10
2012.09.16	1.62275	1.63086	1.61627	1.62286	343524	0	10
2012.09.23	1.62427	1.62714	1.61123	1.61638	360829	0	10
2012.09.30	1.61544	1.62161	1.60661	1.61341	341203	0	4
2012.10.07	1.61362	1.61384	1.59759	1.60673	312920	0	4
2012.10.14	1.60769	1.61777	1.59965	1.59993	284621	0	10
2012.10.21	1.60064	1.61427	1.59126	1.61027	278493	0	6
2012.10.28	1.60845	1.61743	1.60058	1.60208	213208	0	3
2012.11.04	1.60196	1.60419	1.58873	1.58938	285409	0	4
2012.11.11	1.59026	1.59149	1.58274	1.58792	265803	0	9
2012.11.18	1.58898	1.60504	1.58827	1.60252	250757	0	10
2012.11.25	1.60235	1.60617	1.59618	1.60107	274447	0	4
2012.12.02	1.60221	1.61303	1.60016	1.60374	267899	0	4
2012.12.09	1.60335	1.61768	1.60130	1.61718	252162	0	4
2012.12.16	1.61796	1.63061	1.61512	1.61686	264708	0	5
2012.12.23	1.61569	1.62055	1.60662	1.61455	172644	0	4
2012.12.30	1.61644	1.63806	1.60099	1.60678	209591	0	2
2013.01.06	1.60770	1.61761	1.59925	1.61271	251491	0	6
2013.01.13	1.61277	1.61542	1.58540	1.58660	291293	0	2
2013.01.20	1.58528	1.58932	1.57453	1.57955	272075	0	6
2013.01.27	1.57777	1.58782	1.56742	1.56913	274496	0	6
2013.02.03	1.57036	1.58430	1.56303	1.57969	283202	0	6
2013.02.10	1.57896	1.58094	1.54622	1.55162	251011	0	5
2013.02.17	1.54990	1.55076	1.51305	1.51605	166279	0	6
2013.02.24	1.51072	1.52216	1.49857	1.50365	192618	0	6
2013.03.03	1.50302	1.51982	1.48864	1.49222	141267	0	1
2013.03.10	1.49077	1.51762	1.48287	1.51128	218943	0	1
2013.03.17	1.51099	1.52474	1.50267	1.52269	259854	0	1
2013.03.24	1.52344	1.52599	1.50925	1.51958	215230	0	1
2013.03.31	1.51970	1.53630	1.50332	1.53357	204368	0	1
2013.04.07	1.53294	1.54113	1.52386	1.53393	220013	0	1
2013.04.14	1.53381	1.53844	1.52164	1.52288	260079	0	1
2013.04.21	1.52311	1.54984	1.51963	1.54746	215919	0	1
2013.04.28	1.54835	1.56051	1.54675	1.55683	200719	0	1
2013.05.05	1.55658	1.55976	1.53139	1.53579	196853	0	1
2013.05.12	1.53552	1.53845	1.51580	1.51666	240230	0	1
2013.05.19	1.51860	1.52807	1.50138	1.51195	271424	0	1
2013.05.26	1.51295	1.52393	1.50081	1.51938	292091	0	5
2013.06.02	1.51975	1.56833	1.51919	1.55552	321015	0	5
2013.06.09	1.55159	1.57360	1.54947	1.57008	287699	0	5
2013.06.16	1.57109	1.57510	1.53680	1.54144	309776	0	5
2013.06.23	1.53939	1.54771	1.51654	1.52112	282452	0	5
2013.06.30	1.52068	1.53042	1.48595	1.48827	276055	0	5
2013.07.07	1.48777	1.52219	1.48133	1.51036	312762	0	1
2013.07.14	1.51083	1.52816	1.50274	1.52590	261420	0	1
2013.07.21	1.52611	1.54351	1.52574	1.53779	234838	0	1
2013.07.28	1.53839	1.54134	1.51024	1.52863	255736	0	1
2013.08.04	1.52828	1.55740	1.52048	1.54966	237852	0	1
2013.08.11	1.55027	1.56564	1.54220	1.56223	236115	0	1
2013.08.18	1.56296	1.57170	1.55385	1.55662	229661	0	1
2013.08.25	1.55752	1.56117	1.54280	1.54912	201340	0	1
2013.09.01	1.55180	1.56808	1.55054	1.56266	180111	0	1
2013.09.08	1.56275	1.58844	1.56258	1.58729	173649	0	1
2013.09.15	1.59318	1.61624	1.58857	1.60016	194008	0	1
2013.09.22	1.59987	1.61466	1.59550	1.61366	183894	0	1
2013.09.29	1.61419	1.62599	1.60054	1.60055	195545	0	1
2013.10.06	1.60253	1.61237	1.59137	1.59459	173184	0	1
2013.10.13	1.59668	1.62247	1.58938	1.61638	173046	0	1
2013.10.20	1.61712	1.62562	1.61154	1.61619	169528	0	1
2013.10.27	1.61729	1.62079	1.59086	1.59214	193409	0	1
2013.11.03	1.59270	1.61175	1.59032	1.60126	182308	0	1
2013.11.10	1.60072	1.61340	1.58539	1.61142	191725	0	1
2013.11.17	1.61197	1.62252	1.60593	1.62212	202933	0	1
2013.11.24	1.62351	1.63841	1.61333	1.63611	174347	0	1
2013.12.01	1.63739	1.64423	1.62916	1.63454	214980	0	1
2013.12.08	1.63460	1.64652	1.62623	1.62914	178127	0	1
2013.12.15	1.63055	1.64841	1.62175	1.63279	194636	0	1
2013.12.22	1.63273	1.65775	1.63215	1.64787	108748	0	1
2013.12.29	1.64883	1.66030	1.63952	1.64151	157068	0	1
2014.01.05	1.64109	1.65169	1.63374	1.64784	180480	0	1
2014.01.12	1.64867	1.65078	1.63090	1.64226	188751	0	1
2014.01.19	1.64148	1.66680	1.63953	1.64768	185926	0	1
2014.01.26	1.64754	1.66250	1.64271	1.64343	200066	0	1
2014.02.02	1.64296	1.64407	1.62519	1.64101	225697	0	1
2014.02.09	1.64080	1.67555	1.63829	1.67466	184380	0	1
2014.02.16	1.67579	1.68223	1.66125	1.66145	190337	0	1
2014.02.23	1.66323	1.67684	1.65831	1.67398	198788	0	1
2014.03.02	1.67414	1.67855	1.66403	1.67114	206202	0	0
2014.03.09	1.67210	1.67410	1.65681	1.66464	349892	0	0
2014.03.16	1.66344	1.66657	1.64752	1.64852	326235	0	0
2014.03.23	1.64853	1.66511	1.64652	1.66378	351611	0	0
2014.03.30	1.66422	1.66837	1.65536	1.65712	339377	0	0
2014.04.06	1.65713	1.68201	1.65654	1.67304	249548	0	1
2014.04.13	1.67369	1.68417	1.66600	1.67886	186381	0	1
2014.04.20	1.68009	1.68390	1.67623	1.67977	169563	0	1
2014.04.27	1.68025	1.69195	1.67772	1.68685	205731	0	0
2014.05.04	1.68743	1.69961	1.68317	1.68472	234390	0	0
2014.05.11	1.68469	1.69029	1.67316	1.68100	210831	0	0
2014.05.18	1.68227	1.69201	1.68019	1.68300	171787	0	0
2014.05.25	1.68337	1.68816	1.66925	1.67505	153132	0	0
2014.06.01	1.67599	1.68454	1.66988	1.67997	221643	0	0
2014.06.08	1.68083	1.69913	1.67378	1.69634	216974	0	0
2014.06.15	1.69752	1.70626	1.69195	1.70138	222219	0	1
2014.06.22	1.70210	1.70512	1.69521	1.70312	194544	0	0
2014.06.29	1.70341	1.71789	1.70085	1.71595	132918	0	1
2014.07.06	1.71625	1.71669	1.70849	1.71098	154148	0	1
2014.07.13	1.71206	1.71898	1.70360	1.70760	279063	0	1
2014.07.20	1.70810	1.70989	1.69607	1.69734	271442	0	1
2014.07.27	1.69762	1.70007	1.68027	1.68215	278356	0	1
2014.08.03	1.68237	1.68883	1.67663	1.67685	264453	0	6
2014.08.10	1.67736	1.68445	1.66571	1.66861	232979	0	6
2014.08.17	1.67152	1.67371	1.65609	1.65649	250894	0	2
2014.08.24	1.65417	1.66132	1.65366	1.65971	283329	0	1
2014.08.31	1.65895	1.66435	1.62806	1.63262	329540	0	1
2014.09.07	1.61865	1.62770	1.60520	1.62630	450838	0	1
2014.09.14	1.62698	1.65244	1.61621	1.62876	441159	0	1
2014.09.21	1.62905	1.64156	1.62379	1.62416	406559	0	1
2014.09.28	1.62383	1.62873	1.59518	1.59672	385890	0	1
2014.10.05	1.59683	1.62268	1.59542	1.60756	393996	0	1
2014.10.12	1.60681	1.61267	1.58750	1.60915	467448	0	1
2014.10.19	1.60935	1.61838	1.59940	1.60832	365962	0	5
2014.10.26	1.60927	1.61820	1.59414	1.59930	381971	0	1
2014.11.02	1.59725	1.60212	1.57893	1.58700	502182	0	1
2014.11.09	1.58809	1.59441	1.55926	1.56672	460892	0	1
2014.11.16	1.56657	1.57367	1.55897	1.56553	392653	0	1
2014.11.23	1.56361	1.58255	1.56137	1.56389	342876	23109600000	1
2014.11.30	1.56405	1.57634	1.55685	1.55763	342616	0	1
2014.12.07	1.55576	1.57566	1.55411	1.57159	329739	342186346000	1
2014.12.14	1.57144	1.57852	1.55408	1.56167	335019	364528403000	0
2014.12.21	1.56251	1.56651	1.54854	1.55499	634703	754299114000	0
2014.12.28	1.55588	1.56202	1.53242	1.53244	233411	176857868000	0
2015.01.04	1.52995	1.53184	1.50336	1.51571	525457	0	10
2015.01.11	1.51768	1.52678	1.50745	1.51450	570994	0	9
2015.01.18	1.51274	1.52114	1.49503	1.49876	260238	0	8
2015.01.25	1.50079	1.52227	1.49858	1.50619	295136	16422778000	1
2015.02.01	1.50933	1.53516	1.49883	1.52250	389410	0	2
2015.02.08	1.52265	1.54215	1.51959	1.53928	372339	0	6
2015.02.15	1.54178	1.54777	1.53156	1.53983	368799	0	1
2015.02.22	1.53953	1.55516	1.53321	1.54365	334562	0	7
2015.03.01	1.54151	1.54281	1.50314	1.50333	329041	0	6
2015.03.08	1.50345	1.51366	1.46988	1.47397	421796	0	5
2015.03.15	1.47342	1.51648	1.46347	1.49450	469133	0	1
2015.03.22	1.49723	1.49933	1.47959	1.48700	448386	0	6
2015.03.29	1.48826	1.49445	1.47390	1.49179	367130	0	4
2015.04.05	1.49179	1.49806	1.45865	1.46310	345797	0	4
2015.04.12	1.46310	1.50527	1.45650	1.49595	420899	0	4
2015.04.19	1.49595	1.51868	1.48557	1.51855	480551	0	2
2015.04.26	1.51747	1.54977	1.51065	1.51473	584618	0	2
2015.05.03	1.51432	1.55207	1.50897	1.54426	191059	0	1
2015.05.10	1.54484	1.58139	1.53925	1.57271	434938	0	7
2015.05.17	1.57384	1.57446	1.54451	1.54957	562095	0	1
2015.05.24	1.54759	1.55069	1.52356	1.52842	536770	0	6
2015.05.31	1.52923	1.54405	1.51695	1.52711	640133	0	1
2015.06.07	1.52691	1.55975	1.52207	1.55571	776319	0	1
2015.06.14	1.55485	1.59292	1.54870	1.58760	707408	0	1
2015.06.21	1.58714	1.59093	1.56667	1.57455	662242	0	8
2015.06.28	1.56960	1.57878	1.55556	1.55773	718529	0	4
2015.07.05	1.55417	1.56278	1.53297	1.55129	719056	0	5
2015.07.12	1.55028	1.56744	1.54502	1.56054	673693	0	5
2015.07.19	1.56002	1.56701	1.54663	1.55127	817052	206373944000	5
2015.07.26	1.55090	1.56891	1.54902	1.56201	762690	667201687000	0
2015.08.02	1.56289	1.56507	1.54243	1.54958	777367	717422221000	8
2015.08.09	1.54841	1.56594	1.54579	1.56407	603180	505363249000	4
2015.08.16	1.56507	1.57228	1.55617	1.56853	739846	678736357000	10
2015.08.23	1.56764	1.58186	1.53348	1.53897	913880	742228764000	10
2015.08.30	1.54104	1.54363	1.51643	1.51675	640894	600208865000	8
2015.09.06	1.51752	1.54756	1.51707	1.54270	627961	580785363000	9
2015.09.13	1.54263	1.56579	1.53293	1.55243	586018	572274107000	4
2015.09.20	1.55230	1.55674	1.51349	1.51773	637746	620714436000	10
2015.09.27	1.51909	1.52406	1.51064	1.51768	619487	579244753000	0
2015.10.04	1.51871	1.53828	1.51361	1.53238	619746	608762667000	5
2015.10.11	1.53039	1.55081	1.51998	1.54357	607575	593839148000	4
2015.10.18	1.54304	1.55088	1.53056	1.53120	594239	599164086000	0
2015.10.25	1.53078	1.54673	1.52418	1.54275	588357	571109274000	0
2015.11.01	1.54449	1.54971	1.50268	1.50430	604197	578617740000	0
2015.11.08	1.50396	1.52648	1.50381	1.52299	616471	616638629000	0
2015.11.15	1.52242	1.53351	1.51540	1.51892	595195	560058175000	0
2015.11.22	1.51694	1.51957	1.50294	1.50331	609205	586700694000	0
2015.11.29	1.50317	1.51586	1.48945	1.51049	675508	674465322000	0
2015.12.06	1.51065	1.52391	1.49562	1.52226	644454	629186380000	11
2015.12.13	1.52245	1.52300	1.48645	1.48867	681133	642168325000	0
2015.12.20	1.48905	1.49438	1.48050	1.49406	404551	365995045000	0
2015.12.27	1.49008	1.49339	1.47313	1.47317	344023	312176249000	0
2016.01.03	1.47306	1.48152	1.45056	1.45156	715042	656878040000	0
2016.01.10	1.45144	1.46040	1.42511	1.42543	688397	646232431000	0
2016.01.17	1.42472	1.43620	1.40790	1.42645	748579	733066463000	0
2016.01.24	1.42604	1.44128	1.41490	1.42422	792715	762946179000	0
2016.01.31	1.42384	1.46679	1.42276	1.45001	782869	681124159000	10
2016.02.07	1.44787	1.45778	1.43507	1.44921	975321	992971462000	0
2016.02.14	1.44888	1.45349	1.42348	1.44026	835555	834939543000	0
2016.02.21	1.42607	1.43059	1.38534	1.38594	905386	922929730000	0
2016.02.28	1.38557	1.42479	1.38351	1.42293	894006	900707553000	0
2016.03.06	1.42148	1.44361	1.41173	1.43791	720043	669281275000	0
2016.03.13	1.43730	1.45139	1.40526	1.44697	685885	665674288000	0
2016.03.20	1.44595	1.44673	1.40567	1.41238	519675	491432634000	0
2016.03.27	1.41300	1.44586	1.41197	1.42255	693575	746408557000	0
2016.04.03	1.42182	1.43211	1.40047	1.41139	746462	821307231000	0
2016.04.10	1.41137	1.43477	1.40899	1.41981	718049	827118347000	0
2016.04.17	1.41890	1.44512	1.41306	1.43955	712892	690673567000	0
2016.04.24	1.44579	1.46706	1.44023	1.46102	776406	791389064000	0
2016.05.01	1.45863	1.47691	1.44144	1.44247	770014	842820057000	0
2016.05.08	1.44121	1.45304	1.43398	1.43584	667231	745620890000	0
2016.05.15	1.43468	1.46631	1.43318	1.45037	702489	819816236000	0
2016.05.22	1.44975	1.47391	1.44417	1.46182	697965	802409173000	0
2016.05.29	1.46060	1.47241	1.43855	1.45140	725018	824341562000	0
2016.06.05	1.44670	1.46593	1.41793	1.42512	726265	828694280000	0
2016.06.12	1.42556	1.43872	1.40122	1.43558	818016	878619713000	0
2016.06.19	1.44657	1.50171	1.32290	1.36303	952512	1040588452000	0
2016.06.26	1.34226	1.35329	1.31197	1.32600	803847	876099509000	0
2016.07.03	1.32403	1.33402	1.27950	1.29444	725779	772645924000	0
2016.07.10	1.29448	1.34801	1.28499	1.31857	847913	879971942000	0
2016.07.17	1.31857	1.33144	1.30641	1.31086	725608	826605292000	0
2016.07.24	1.31413	1.33011	1.30564	1.32224	576795	538728202000	0
2016.07.31	1.32190	1.33712	1.30206	1.30646	578273	458058295000	0
2016.08.07	1.30711	1.30960	1.29023	1.29167	506837	513169474000	0
2016.08.14	1.29195	1.31843	1.28650	1.30723	552148	530538330000	0
2016.08.21	1.30478	1.32786	1.30338	1.31270	534037	502360185000	0
2016.08.28	1.31183	1.33518	1.30586	1.32895	559123	482545384000	0
2016.09.04	1.32921	1.34445	1.32386	1.32637	549585	448851086000	0
2016.09.11	1.32610	1.33465	1.29955	1.29955	634453	554405359000	0
2016.09.18	1.29988	1.31204	1.29145	1.29594	630515	550670152000	0
2016.09.25	1.29637	1.30574	1.29156	1.29735	635290	532244545000	0
2016.10.02	1.29171	1.29459	1.14754	1.24235	774091	585164636000	0
2016.10.09	1.23946	1.24434	1.20892	1.21680	790129	565646015000	0
2016.10.16	1.21559	1.23318	1.21350	1.22270	577283	385256340000	0
2016.10.23	1.22197	1.22708	1.20817	1.21686	617713	411930058000	0
2016.10.30	1.21868	1.25568	1.21431	1.25090	678090	519861159000	0
2016.11.06	1.24558	1.26730	1.23525	1.25773	830793	625305853000	0
2016.11.13	1.25603	1.25898	1.23015	1.23337	822235	635647349000	0
2016.11.20	1.23419	1.25120	1.23118	1.24673	805535	672526613000	0
2016.11.27	1.24555	1.27362	1.23851	1.27203	672909	435370005000	0
2016.12.04	1.26776	1.27742	1.25478	1.25656	541763	284344964000	0
2016.12.11	1.25783	1.27275	1.23758	1.24847	645348	325475315000	0
2016.12.18	1.24754	1.25014	1.22282	1.22501	525642	308912155000	0
2016.12.25	1.22818	1.23877	1.19594	1.23245	435043	282851882000	0
2017.01.01	1.23260	1.24318	1.21988	1.22799	616741	400839780000	0
2017.01.08	1.22484	1.23160	1.20374	1.21713	744160	429545432000	0
2017.01.15	1.19905	1.24151	1.19864	1.23701	831785	477948588000	0
2017.01.22	1.23717	1.26731	1.23684	1.25448	764560	468620865000	0
2017.01.29	1.25768	1.27057	1.24118	1.24774	747357	482611800000	0
2017.02.05	1.24838	1.25817	1.23463	1.24773	675905	434276293000	0
2017.02.12	1.24655	1.25477	1.23825	1.24017	662349	473278450000	0
2017.02.19	1.24014	1.25692	1.24009	1.24493	605198	429895053000	0
2017.02.26	1.24672	1.24784	1.22137	1.22857	619527	426963024000	0
2017.03.05	1.22787	1.23001	1.21333	1.21527	629860	457972956000	0
2017.03.12	1.21690	1.24044	1.21087	1.23893	666427	464374853000	0
2017.03.19	1.23882	1.25307	1.23345	1.24595	597453	423774768000	0
2017.03.26	1.24895	1.26148	1.23761	1.25342	601089	449814625000	0
2017.04.02	1.25420	1.25554	1.23581	1.23597	551406	386872305000	0
2017.04.09	1.23776	1.25737	1.23654	1.25162	510171	362528315000	0
2017.04.16	1.25285	1.29048	1.25147	1.27992	567799	413668587000	0
2017.04.23	1.28216	1.29647	1.27715	1.29246	582352	405701540000	0
2017.04.30	1.29321	1.29835	1.28302	1.29748	510878	382837702000	0
2017.05.07	1.29825	1.29879	1.28440	1.28779	599725	473439255000	0
2017.05.14	1.28818	1.30470	1.28648	1.30215	644997	500326476000	0
2017.05.21	1.29932	1.30423	1.27746	1.27878	568731	420066941000	0
2017.05.28	1.27931	1.29204	1.27684	1.28813	511602	378506541000	0
2017.06.04	1.28551	1.29770	1.26348	1.27130	540611	0	11
2017.06.11	1.27091	1.28173	1.26380	1.27768	497827	0	11
2017.06.18	1.27700	1.28141	1.25885	1.27160	431042	0	11
2017.06.25	1.27347	1.30293	1.27056	1.30222	469930	0	11
2017.07.02	1.30044	1.30239	1.28664	1.28895	431449	0	11
2017.07.09	1.28808	1.31131	1.28113	1.30959	414408	0	11
2017.07.16	1.30960	1.31251	1.29323	1.29931	484628	0	11
2017.07.23	1.29865	1.31581	1.29865	1.31335	496007	0	11
2017.07.30	1.31254	1.32677	1.30233	1.30351	461500	0	11
2017.08.06	1.30343	1.30583	1.29389	1.30069	433888	0	11
2017.08.13	1.29906	1.30212	1.28311	1.28646	436624	0	11
2017.08.20	1.28542	1.29159	1.27736	1.28717	373639	0	11
2017.08.27	1.29189	1.29951	1.28517	1.29552	416868	0	11
2017.09.03	1.29506	1.32238	1.29082	1.32095	476708	0	11
2017.09.10	1.31857	1.36168	1.31487	1.35512	550596	862992000	0
2017.09.17	1.35577	1.36559	1.34499	1.34917	625282	0	0
2017.09.24	1.34857	1.35705	1.33425	1.33966	607602	0	0
2017.10.01	1.33693	1.34019	1.30270	1.30639	444803	0	0
2017.10.08	1.30865	1.33376	1.30747	1.32775	398069	0	0
2017.10.15	1.32874	1.33115	1.30876	1.31848	414807	0	0
2017.10.22	1.31853	1.32792	1.30695	1.31281	392022	0	0
2017.10.29	1.31084	1.33206	1.30392	1.30740	361797	0	0
2017.11.05	1.30685	1.32292	1.30583	1.31891	353090	0	0
2017.11.12	1.31651	1.32602	1.30618	1.32132	423582	0	0
2017.11.19	1.32148	1.33600	1.31857	1.33285	329836	0	0
2017.11.26	1.33208	1.35492	1.32208	1.34729	479460	0	0
2017.12.03	1.34319	1.35384	1.33199	1.33922	585472	0	0
2017.12.10	1.33801	1.34660	1.32851	1.33175	608123	0	0
2017.12.17	1.33074	1.34204	1.33074	1.33584	663389	0	2
2017.12.24	1.33722	1.35439	1.33473	1.35078	407542	0	2
2017.12.31	1.35053	1.36126	1.34882	1.35728	524172	0	2
2018.01.07	1.35691	1.37438	1.34579	1.37252	788049	0	1
2018.01.14	1.37267	1.39449	1.37236	1.38571	936127	0	1
2018.01.21	1.38933	1.43452	1.38569	1.41575	1228555	0	0
2018.01.28	1.41382	1.42781	1.39797	1.41204	1179862	0	1
2018.02.04	1.41017	1.41503	1.37643	1.38233	1271451	0	1
2018.02.11	1.38062	1.41448	1.37950	1.40339	913856	0	1
2018.02.18	1.40124	1.40493	1.38565	1.39613	799550	0	1
2018.02.25	1.39871	1.40697	1.37115	1.38013	830819	0	1
2018.03.04	1.37955	1.39292	1.37663	1.38530	812217	0	1
2018.03.11	1.38500	1.39954	1.38409	1.39420	635653	0	1
2018.03.18	1.39449	1.42181	1.39125	1.41316	920353	0	1
2018.03.25	1.41319	1.42444	1.40103	1.40211	735052	0	1
2018.04.01	1.40126	1.41052	1.39658	1.40881	475232	0	1
2018.04.08	1.40819	1.42961	1.40781	1.42382	397884	0	1
2018.04.15	1.42375	1.43762	1.40008	1.40010	402445	0	1
2018.04.22	1.39978	1.40309	1.37469	1.37792	400687	0	1
2018.04.29	1.37701	1.37923	1.34861	1.35301	502855	0	1
2018.05.06	1.35304	1.36175	1.34597	1.35412	528457	0	1
2018.05.13	1.35342	1.36082	1.34511	1.34686	471220	0	1
2018.05.20	1.34590	1.34914	1.32922	1.32955	522601	0	1
2018.05.27	1.33121	1.33617	1.32040	1.33474	539995	0	1
2018.06.03	1.33320	1.34723	1.32944	1.34067	469253	0	1
2018.06.10	1.34044	1.34464	1.32110	1.32764	505096	0	1
2018.06.17	1.32614	1.33147	1.31017	1.32652	538804	0	1
2018.06.24	1.32491	1.32919	1.30491	1.32084	570551	0	1
2018.07.01	1.31941	1.32899	1.30946	1.32864	497583	0	1
2018.07.08	1.33148	1.33627	1.31024	1.32349	503789	0	1
2018.07.15	1.32221	1.32925	1.29573	1.31298	475171	0	0
2018.07.22	1.31203	1.32127	1.30709	1.31059	427447	0	4
2018.07.29	1.31081	1.31722	1.29749	1.30023	386249	0	3
2018.08.05	1.29994	1.30076	1.27223	1.27695	372335	0	6
2018.08.12	1.27400	1.28267	1.26611	1.27500	453591	0	3
2018.08.19	1.27414	1.29358	1.27288	1.28476	390219	0	3
2018.08.26	1.28359	1.30429	1.28282	1.29554	427084	0	3
2018.09.02	1.29139	1.30283	1.27848	1.29146	437644	0	3
2018.09.09	1.29217	1.31431	1.28963	1.30686	399001	0	4
2018.09.16	1.30676	1.32979	1.30536	1.30803	437894	0	3
2018.09.23	1.30755	1.32169	1.29995	1.30290	403084	0	4
2018.09.30	1.30380	1.31223	1.29214	1.31147	479701	0	3
2018.10.07	1.31138	1.32572	1.30275	1.31538	594240	0	6
2018.10.14	1.30844	1.32359	1.30107	1.30650	553282	0	6
2018.10.21	1.30627	1.30894	1.27763	1.28233	636070	0	3
2018.10.28	1.28244	1.30404	1.26936	1.29639	577036	0	5
2018.11.04	1.30226	1.31740	1.29576	1.29695	538645	0	5
2018.11.11	1.29145	1.30713	1.27223	1.28216	647701	0	5
2018.11.18	1.28307	1.29267	1.27635	1.28003	419349	0	4
2018.11.25	1.28222	1.28634	1.27245	1.27479	541615	0	3
2018.12.02	1.27430	1.28393	1.26579	1.27313	600020	0	3
2018.12.09	1.27032	1.27593	1.24756	1.25831	640732	0	3
2018.12.16	1.25992	1.27065	1.25437	1.26360	625936	0	6
2018.12.23	1.26197	1.27378	1.26151	1.26945	345926	0	3
2018.12.30	1.26907	1.28137	1.23953	1.27230	371544	0	4
2019.01.06	1.27160	1.28654	1.27060	1.28335	472204	0	3
2019.01.13	1.28502	1.30002	1.26677	1.28739	496314	0	6
2019.01.20	1.28714	1.32173	1.28297	1.31971	506253	0	8
2019.01.27	1.31837	1.32104	1.30426	1.30811	529647	0	4
2019.02.03	1.30614	1.31028	1.28532	1.29392	405700	0	4
2019.02.10	1.29278	1.29581	1.27722	1.28859	436371	0	4
2019.02.17	1.29022	1.31084	1.28908	1.30526	450617	0	6
2019.02.24	1.30679	1.33494	1.30453	1.32027	522290	0	6
2019.03.03	1.32426	1.32536	1.29892	1.30154	502032	0	6
2019.03.10	1.29833	1.33807	1.29594	1.32900	580285	0	8
2019.03.17	1.32953	1.33106	1.30032	1.32077	541145	0	6
2019.03.24	1.32089	1.32687	1.29767	1.30280	580109	0	4
2019.03.31	1.30381	1.31955	1.29862	1.30326	532593	0	3
2019.04.07	1.30337	1.31322	1.30215	1.30696	448177	0	5
2019.04.14	1.30706	1.31184	1.29782	1.29809	465509	0	8
2019.04.21	1.29812	1.30187	1.28650	1.29144	384899	0	3
2019.04.28	1.29147	1.31762	1.29034	1.31728	410261	0	5
2019.05.05	1.31434	1.31700	1.29667	1.30017	467008	0	6
2019.05.12	1.29923	1.30400	1.27122	1.27122	381758	0	5
2019.05.19	1.27287	1.28131	1.26045	1.27104	418555	0	5
2019.05.26	1.27264	1.27472	1.25583	1.26304	409918	0	6
2019.06.02	1.26291	1.27625	1.26097	1.27379	486999	0	4
2019.06.09	1.27231	1.27579	1.25794	1.25890	493844	0	5
2019.06.16	1.25782	1.27459	1.25053	1.27446	517006	0	4
2019.06.23	1.27324	1.27832	1.26601	1.26944	481190	0	6
2019.06.30	1.26943	1.27050	1.24805	1.25214	379152	0	6
2019.07.07	1.25239	1.25786	1.24391	1.25753	343795	0	3
2019.07.14	1.25403	1.25779	1.23817	1.25014	335286	0	3
2019.07.21	1.24896	1.25223	1.23759	1.23815	311633	0	3
2019.07.28	1.23744	1.23828	1.20792	1.21576	409958	0	2
2019.08.04	1.21162	1.22094	1.20221	1.20231	455050	0	3
2019.08.11	1.20398	1.21751	1.20148	1.21433	487580	0	3
2019.08.18	1.21467	1.22932	1.20640	1.22807	444584	0	3
