<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.04.19	1.22407	1.23052	1.21026	1.21776	301632	0	2
2015.04.26	1.21837	1.22046	1.19443	1.21665	368873	0	4
2015.05.03	1.21533	1.21806	1.19423	1.20786	130102	0	1
2015.05.10	1.20842	1.21434	1.19197	1.20152	441053	0	3
2015.05.17	1.20101	1.23215	1.20086	1.22810	521536	0	1
2015.05.24	1.22850	1.25376	1.22747	1.24402	540313	0	4
2015.05.31	1.24378	1.25625	1.23666	1.24280	603112	0	2
2015.06.07	1.24384	1.24724	1.22017	1.23047	786303	0	1
2015.06.14	1.23129	1.23598	1.21275	1.22692	703703	0	1
2015.06.21	1.22589	1.24225	1.22178	1.23133	716496	0	5
2015.06.28	1.23346	1.26329	1.23037	1.25699	684921	0	2
2015.07.05	1.25972	1.27794	1.25625	1.26713	586592	0	1
2015.07.12	1.26997	1.30066	1.26790	1.29721	565589	0	1
2015.07.19	1.29756	1.31024	1.29163	1.30425	711684	199421552000	3
2015.07.26	1.30368	1.30961	1.28609	1.30855	719624	665504186000	5
2015.08.02	1.30868	1.32131	1.30479	1.31340	766292	725811134000	4
2015.08.09	1.31164	1.31819	1.29517	1.30948	564214	512500100000	4
2015.08.16	1.30879	1.31932	1.30239	1.31854	724127	603271659000	9
2015.08.23	1.31789	1.33530	1.31416	1.31986	804830	620553890000	9
2015.08.30	1.32084	1.33266	1.31165	1.32772	717166	652800141000	7
2015.09.06	1.32506	1.33094	1.31541	1.32616	567351	555046146000	8
2015.09.13	1.32467	1.32796	1.30118	1.32217	539890	568640991000	7
2015.09.20	1.32180	1.34160	1.31756	1.33300	569223	612472046000	8
2015.09.27	1.33313	1.34568	1.31512	1.31524	559111	552510072000	6
2015.10.04	1.31478	1.31750	1.29007	1.29431	712577	718731863000	8
2015.10.11	1.29543	1.30800	1.28314	1.29160	594187	592654647000	4
2015.10.18	1.29041	1.31976	1.28978	1.31660	590585	586644934000	9
2015.10.25	1.31661	1.32794	1.30552	1.30741	662218	670683737000	0
2015.11.01	1.30697	1.33173	1.30377	1.33034	686433	727689837000	0
2015.11.08	1.32935	1.33488	1.32239	1.33243	654370	675968703000	0
2015.11.15	1.32985	1.33703	1.32463	1.33477	680754	716053032000	0
2015.11.22	1.33263	1.34355	1.32796	1.33669	653944	630738032000	0
2015.11.29	1.33668	1.34157	1.32929	1.33601	767769	763537995000	4
2015.12.06	1.33685	1.37576	1.33645	1.37544	715426	697020690000	9
2015.12.13	1.37146	1.40010	1.36728	1.39524	746006	697086417000	0
2015.12.20	1.39328	1.39933	1.38176	1.38449	395845	359202142000	0
2015.12.27	1.38255	1.39396	1.38129	1.38273	349008	294983702000	0
2016.01.03	1.38132	1.41766	1.38132	1.41711	747255	657388392000	0
2016.01.10	1.41640	1.45532	1.40646	1.45357	768299	708970590000	0
2016.01.17	1.45901	1.46895	1.41142	1.41211	926989	898009334000	0
2016.01.24	1.41409	1.43252	1.39476	1.39703	979969	936436102000	0
2016.01.31	1.39681	1.41025	1.36388	1.39139	910026	830126414000	7
2016.02.07	1.38975	1.40159	1.37861	1.38443	978861	943868009000	0
2016.02.14	1.38474	1.39111	1.36531	1.37603	823080	695718748000	0
2016.02.21	1.37745	1.38588	1.35047	1.35112	838845	748706760000	0
2016.02.28	1.35104	1.35869	1.33110	1.33120	775037	762378171000	0
2016.03.06	1.33315	1.34459	1.31670	1.32130	677089	634810855000	0
2016.03.13	1.32275	1.34051	1.29228	1.30029	669080	633717971000	0
2016.03.20	1.30249	1.32957	1.30188	1.32601	570361	538355449000	0
2016.03.27	1.32679	1.32845	1.28571	1.30118	736748	770378953000	0
2016.04.03	1.30222	1.32184	1.29516	1.29700	782070	817412766000	0
2016.04.10	1.29800	1.30155	1.27442	1.28148	771871	774206137000	0
2016.04.17	1.29459	1.29894	1.25926	1.26715	769945	773217733000	0
2016.04.24	1.26518	1.27170	1.24980	1.25495	744353	751811016000	0
2016.05.01	1.25526	1.29515	1.24606	1.28986	804134	887253927000	0
2016.05.08	1.29436	1.30150	1.27711	1.29354	678575	762074602000	0
2016.05.15	1.29384	1.31618	1.28367	1.31087	659866	734711196000	0
2016.05.22	1.31138	1.31877	1.29104	1.30258	575947	582266688000	0
2016.05.29	1.30250	1.31435	1.29150	1.29358	626810	677842145000	0
2016.06.05	1.29342	1.29819	1.26544	1.27756	650501	712177666000	0
2016.06.12	1.27869	1.30853	1.27497	1.28846	706203	762649265000	0
2016.06.19	1.28901	1.30988	1.26778	1.30007	652735	673774654000	0
2016.06.26	1.30310	1.31194	1.28648	1.29095	719522	719745127000	0
2016.07.03	1.29069	1.30898	1.28312	1.30429	688514	684627116000	0
2016.07.10	1.30413	1.31392	1.28608	1.29725	696373	731953990000	0
