<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2013.08.21	08:00:00	130.867	130.979	130.330	130.547	14304	0	1
2013.08.21	12:00:00	130.550	130.758	130.411	130.699	12345	0	1
2013.08.21	16:00:00	130.697	130.819	130.466	130.496	11589	0	1
2013.08.21	20:00:00	130.494	130.926	130.286	130.503	14011	0	1
2013.08.22	00:00:00	130.503	131.138	130.405	131.069	10714	0	1
2013.08.22	04:00:00	131.071	131.187	130.838	131.046	8328	0	1
2013.08.22	08:00:00	131.042	131.649	130.806	131.391	16287	0	1
2013.08.22	12:00:00	131.389	131.488	131.250	131.456	14683	0	1
2013.08.22	16:00:00	131.458	131.860	131.440	131.809	12553	0	1
2013.08.22	20:00:00	131.808	131.960	131.550	131.904	7005	0	1
2013.08.23	00:00:00	131.896	132.339	131.827	132.174	10133	0	1
2013.08.23	04:00:00	132.176	132.263	131.888	131.985	8073	0	1
2013.08.23	08:00:00	131.993	132.303	131.892	132.192	14856	0	1
2013.08.23	12:00:00	132.194	132.422	132.023	132.157	13870	0	1
2013.08.23	16:00:00	132.152	132.227	131.875	132.149	13117	0	1
2013.08.23	20:00:00	132.147	132.150	131.949	132.057	3945	0	1
2013.08.26	00:00:00	131.951	132.309	131.946	132.079	8102	0	1
2013.08.26	04:00:00	132.081	132.098	131.813	131.918	6430	0	1
2013.08.26	08:00:00	131.920	131.972	131.637	131.860	8322	0	1
2013.08.26	12:00:00	131.858	131.974	131.542	131.741	10302	0	1
2013.08.26	16:00:00	131.737	131.955	131.672	131.899	7811	0	1
2013.08.26	20:00:00	131.898	131.928	131.542	131.610	5690	0	1
2013.08.27	00:00:00	131.620	131.741	131.249	131.312	9842	0	1
2013.08.27	04:00:00	131.308	131.583	131.058	131.153	7880	0	1
2013.08.27	08:00:00	131.154	131.305	130.301	130.430	16097	0	1
2013.08.27	12:00:00	130.435	130.563	129.839	130.389	16254	0	1
2013.08.27	16:00:00	130.389	130.493	129.919	130.010	15185	0	1
2013.08.27	20:00:00	130.006	130.075	129.861	129.925	8150	0	1
2013.08.28	00:00:00	129.926	130.188	129.656	130.094	10078	0	1
2013.08.28	04:00:00	130.096	130.289	129.717	130.112	11126	0	1
2013.08.28	08:00:00	130.117	130.551	130.059	130.318	14407	0	1
2013.08.28	12:00:00	130.331	130.417	129.890	130.071	16562	0	1
2013.08.28	16:00:00	130.067	130.399	129.980	130.302	13186	0	1
2013.08.28	20:00:00	130.301	130.410	130.201	130.326	5854	0	1
2013.08.29	00:00:00	130.326	130.510	130.073	130.105	8757	0	1
2013.08.29	04:00:00	130.105	130.265	129.985	130.135	9495	0	1
2013.08.29	08:00:00	130.133	130.388	130.013	130.186	16610	0	1
2013.08.29	12:00:00	130.188	130.531	129.994	130.158	16255	0	1
2013.08.29	16:00:00	130.156	130.286	130.039	130.051	12332	0	1
2013.08.29	20:00:00	130.052	130.234	130.028	130.167	6870	0	1
2013.08.30	00:00:00	130.167	130.337	130.021	130.085	9382	0	1
2013.08.30	04:00:00	130.087	130.247	129.954	130.008	9477	0	1
2013.08.30	08:00:00	130.004	130.081	129.602	129.876	13872	0	1
2013.08.30	12:00:00	129.876	130.164	129.712	129.917	13078	0	1
2013.08.30	16:00:00	129.910	129.930	129.303	129.663	13960	0	1
2013.08.30	20:00:00	129.656	129.794	129.563	129.696	5455	0	1
2013.09.02	00:00:00	129.893	130.154	129.786	130.124	10056	0	1
2013.09.02	04:00:00	130.125	130.315	129.968	130.236	8421	0	1
2013.09.02	08:00:00	130.238	131.380	130.229	131.288	14700	0	1
2013.09.02	12:00:00	131.290	131.297	130.862	130.890	8240	0	1
2013.09.02	16:00:00	130.890	131.095	130.866	131.040	8408	0	1
2013.09.02	20:00:00	131.041	131.151	130.989	131.117	4246	0	1
2013.09.03	00:00:00	131.115	131.476	131.061	131.280	9883	0	1
2013.09.03	04:00:00	131.275	131.339	131.007	131.129	9391	0	1
2013.09.03	08:00:00	131.135	131.302	130.645	130.976	14168	0	1
2013.09.03	12:00:00	130.977	131.216	130.901	130.970	11543	0	1
2013.09.03	16:00:00	130.965	131.396	130.706	130.770	13945	0	1
2013.09.03	20:00:00	130.768	131.225	130.760	131.080	6329	0	1
2013.09.04	00:00:00	131.088	131.273	130.984	131.070	8012	0	1
2013.09.04	04:00:00	131.076	131.350	130.951	131.316	8442	0	1
2013.09.04	08:00:00	131.318	131.439	131.024	131.156	11865	0	1
2013.09.04	12:00:00	131.154	131.247	130.812	131.176	11386	0	1
2013.09.04	16:00:00	131.176	131.814	131.120	131.743	10983	0	1
2013.09.04	20:00:00	131.747	131.794	131.515	131.713	6210	0	1
2013.09.05	00:00:00	131.716	131.761	131.521	131.529	7382	0	1
2013.09.05	04:00:00	131.529	131.757	131.452	131.518	9361	0	1
2013.09.05	08:00:00	131.518	131.921	131.174	131.822	13422	0	1
2013.09.05	12:00:00	131.810	132.147	131.029	131.359	13915	0	1
2013.09.05	16:00:00	131.377	131.593	131.161	131.324	11399	0	1
2013.09.05	20:00:00	131.321	131.459	131.271	131.400	5496	0	1
2013.09.06	00:00:00	131.401	131.474	130.868	130.925	9038	0	1
2013.09.06	04:00:00	130.919	131.183	130.915	130.985	8554	0	1
2013.09.06	08:00:00	130.983	131.052	130.567	130.708	10609	0	1
2013.09.06	12:00:00	130.702	130.918	129.909	130.043	13172	0	1
2013.09.06	16:00:00	130.044	130.496	129.924	130.496	10412	0	1
2013.09.06	20:00:00	130.499	130.838	130.458	130.572	6585	0	1
2013.09.09	00:00:00	131.434	131.844	131.192	131.332	11027	0	1
2013.09.09	04:00:00	131.331	131.367	131.035	131.292	7129	0	1
2013.09.09	08:00:00	131.290	131.357	130.981	131.181	11814	0	1
2013.09.09	12:00:00	131.175	131.520	131.159	131.493	10039	0	1
2013.09.09	16:00:00	131.493	132.205	131.471	132.148	10727	0	1
2013.09.09	20:00:00	132.145	132.153	131.935	132.016	4608	0	1
2013.09.10	00:00:00	132.026	132.226	131.930	132.046	8250	0	1
2013.09.10	04:00:00	132.046	132.243	131.918	132.143	8044	0	1
2013.09.10	08:00:00	132.143	132.693	132.143	132.543	13686	0	1
2013.09.10	12:00:00	132.544	133.122	132.528	133.059	12782	0	1
2013.09.10	16:00:00	133.060	133.300	132.795	133.111	10781	0	1
2013.09.10	20:00:00	133.109	133.289	133.044	133.163	5479	0	1
2013.09.11	00:00:00	133.164	133.367	132.882	133.096	9001	0	1
2013.09.11	04:00:00	133.098	133.353	133.064	133.069	9159	0	1
2013.09.11	08:00:00	133.067	133.154	132.779	132.967	11519	0	1
2013.09.11	12:00:00	132.971	133.077	132.867	132.909	11099	0	1
2013.09.11	16:00:00	132.900	133.237	132.773	133.101	12697	0	1
2013.09.11	20:00:00	133.102	133.149	132.870	133.072	6565	0	1
2013.09.12	00:00:00	133.070	133.094	132.366	132.499	10025	0	1
2013.09.12	04:00:00	132.500	132.713	132.337	132.347	8762	0	1
2013.09.12	08:00:00	132.354	132.529	131.958	132.013	12294	0	1
2013.09.12	12:00:00	132.017	132.251	131.880	131.996	11956	0	1
2013.09.12	16:00:00	131.996	132.220	131.731	132.191	12722	0	1
2013.09.12	20:00:00	132.192	132.401	132.068	132.314	6248	0	1
2013.09.13	00:00:00	132.314	132.569	132.287	132.501	9327	0	1
2013.09.13	04:00:00	132.502	132.643	132.276	132.592	8878	0	1
2013.09.13	08:00:00	132.591	132.634	132.385	132.440	10474	0	1
2013.09.13	12:00:00	132.438	132.524	131.975	132.061	11563	0	1
2013.09.13	16:00:00	132.063	132.076	131.659	131.982	9469	0	1
2013.09.13	20:00:00	131.984	132.143	131.967	132.085	4459	0	2
2013.09.16	00:00:00	132.049	132.399	131.964	132.157	9233	0	1
2013.09.16	04:00:00	132.157	132.245	132.062	132.145	4564	0	1
2013.09.16	08:00:00	132.150	132.159	131.872	131.932	11422	0	1
2013.09.16	12:00:00	131.934	132.139	131.899	132.008	10744	0	1
2013.09.16	16:00:00	132.005	132.244	131.888	132.128	9787	0	1
2013.09.16	20:00:00	132.128	132.278	132.065	132.131	6575	0	1
2013.09.17	00:00:00	132.131	132.348	132.034	132.300	6812	0	1
2013.09.17	04:00:00	132.300	132.421	132.224	132.249	6992	0	1
2013.09.17	08:00:00	132.249	132.636	132.189	132.504	11154	0	1
2013.09.17	12:00:00	132.501	132.633	132.342	132.477	9971	0	1
2013.09.17	16:00:00	132.476	132.641	132.396	132.523	9370	0	1
2013.09.17	20:00:00	132.529	132.578	132.371	132.404	4753	0	1
2013.09.18	00:00:00	132.413	132.594	132.358	132.537	6382	0	1
2013.09.18	04:00:00	132.536	132.556	132.459	132.535	5473	0	1
2013.09.18	08:00:00	132.534	132.587	131.862	132.136	10632	0	1
2013.09.18	12:00:00	132.136	132.257	131.985	132.008	9815	0	1
2013.09.18	16:00:00	132.010	132.374	131.998	132.162	10221	0	1
2013.09.18	20:00:00	132.164	132.682	131.949	132.601	15089	0	1
2013.09.19	00:00:00	132.601	132.869	132.509	132.762	10458	0	1
2013.09.19	04:00:00	132.762	133.203	132.741	133.060	9269	0	1
2013.09.19	08:00:00	133.060	134.215	133.017	134.065	15489	0	1
2013.09.19	12:00:00	134.064	134.703	133.933	134.671	13511	0	1
2013.09.19	16:00:00	134.671	134.943	134.259	134.308	13532	0	1
2013.09.19	20:00:00	134.308	134.669	134.206	134.489	6654	0	1
2013.09.20	00:00:00	134.501	134.734	134.453	134.594	7460	0	1
2013.09.20	04:00:00	134.596	134.602	134.269	134.402	6651	0	1
2013.09.20	08:00:00	134.406	134.607	134.161	134.343	10593	0	1
2013.09.20	12:00:00	134.345	134.703	134.329	134.618	12562	0	1
2013.09.20	16:00:00	134.619	134.667	134.324	134.460	11076	0	1
2013.09.20	20:00:00	134.461	134.481	134.256	134.269	4772	0	1
2013.09.23	00:00:00	134.333	134.421	134.079	134.081	4910	0	1
2013.09.23	04:00:00	134.081	134.154	133.978	134.128	4110	0	1
2013.09.23	08:00:00	134.132	134.134	133.546	133.704	10884	0	1
2013.09.23	12:00:00	133.704	133.779	133.389	133.394	11723	0	1
2013.09.23	16:00:00	133.401	133.572	133.089	133.511	10722	0	1
2013.09.23	20:00:00	133.513	133.542	133.221	133.303	5642	0	1
2013.09.24	00:00:00	133.314	133.433	133.131	133.137	6618	0	1
2013.09.24	04:00:00	133.136	133.602	133.135	133.573	6880	0	1
2013.09.24	08:00:00	133.568	133.999	133.182	133.187	12411	0	1
2013.09.24	12:00:00	133.188	133.289	132.797	133.173	12427	0	1
2013.09.24	16:00:00	133.173	133.551	132.698	133.385	11946	0	1
2013.09.24	20:00:00	133.378	133.390	132.940	132.986	6273	0	1
2013.09.25	00:00:00	132.994	133.101	132.825	132.978	6409	0	1
2013.09.25	04:00:00	132.976	133.016	132.809	132.855	6215	0	1
2013.09.25	08:00:00	132.861	133.243	132.686	133.148	12340	0	1
2013.09.25	12:00:00	133.150	133.330	132.921	133.322	11339	0	1
2013.09.25	16:00:00	133.305	133.554	133.199	133.274	11001	0	1
2013.09.25	20:00:00	133.272	133.312	133.099	133.109	6411	0	1
2013.09.26	00:00:00	133.116	133.178	132.885	133.129	6722	0	1
2013.09.26	04:00:00	133.135	133.932	133.132	133.762	11487	0	1
2013.09.26	08:00:00	133.760	133.911	132.976	133.083	12383	0	1
2013.09.26	12:00:00	133.085	133.627	132.954	133.575	10723	0	1
2013.09.26	16:00:00	133.569	133.753	133.306	133.372	11462	0	1
2013.09.26	20:00:00	133.366	133.569	133.175	133.490	6355	0	1
2013.09.27	00:00:00	133.478	133.575	133.291	133.349	6542	0	2
2013.09.27	04:00:00	133.349	133.349	132.989	133.028	7944	0	1
2013.09.27	08:00:00	133.027	133.304	132.975	132.997	10565	0	1
2013.09.27	12:00:00	132.998	133.533	132.991	133.153	12360	0	1
2013.09.27	16:00:00	133.155	133.283	132.761	132.777	10964	0	1
2013.09.27	20:00:00	132.775	132.920	132.623	132.788	5519	0	1
2013.09.30	00:00:00	131.842	132.127	131.817	131.881	9594	0	1
2013.09.30	04:00:00	131.880	132.392	131.851	132.055	7596	0	1
2013.09.30	08:00:00	132.058	132.332	131.796	132.022	11457	0	1
2013.09.30	12:00:00	132.020	132.416	131.639	132.211	13044	0	1
2013.09.30	16:00:00	132.211	133.228	132.178	132.922	12895	0	1
2013.09.30	20:00:00	132.922	133.063	132.753	132.832	8107	0	1
2013.10.01	00:00:00	132.836	133.188	132.825	133.187	7642	0	1
2013.10.01	04:00:00	133.183	133.479	132.795	132.862	11981	0	1
2013.10.01	08:00:00	132.862	133.221	132.380	132.512	14947	0	1
2013.10.01	12:00:00	132.511	132.967	132.323	132.777	12857	0	1
2013.10.01	16:00:00	132.795	132.964	132.582	132.674	12304	0	1
2013.10.01	20:00:00	132.670	132.675	132.321	132.573	7197	0	1
2013.10.02	00:00:00	132.572	132.608	132.206	132.312	7793	0	1
2013.10.02	04:00:00	132.317	132.429	132.027	132.088	9109	0	1
2013.10.02	08:00:00	132.090	132.161	131.489	131.909	14107	0	1
2013.10.02	12:00:00	131.908	132.385	131.421	132.111	14073	0	1
2013.10.02	16:00:00	132.113	132.504	131.974	132.376	12253	0	1
2013.10.02	20:00:00	132.373	132.428	132.164	132.268	6477	0	1
2013.10.03	00:00:00	132.266	132.744	132.132	132.647	8926	0	1
2013.10.03	04:00:00	132.647	133.024	132.646	132.862	8880	0	1
2013.10.03	08:00:00	132.849	133.205	132.779	132.996	11874	0	1
2013.10.03	12:00:00	132.993	133.054	132.625	132.663	11467	0	1
2013.10.03	16:00:00	132.670	132.757	132.155	132.495	15358	0	1
2013.10.03	20:00:00	132.498	132.591	132.368	132.437	7321	0	1
2013.10.04	00:00:00	132.440	132.687	132.247	132.465	8582	0	1
2013.10.04	04:00:00	132.461	132.602	132.241	132.332	8336	0	1
2013.10.04	08:00:00	132.328	132.386	132.043	132.052	11695	0	1
2013.10.04	12:00:00	132.051	132.210	131.770	131.913	10823	0	1
2013.10.04	16:00:00	131.908	132.179	131.861	131.962	11667	0	1
2013.10.04	20:00:00	131.962	132.151	131.953	132.134	4926	0	2
2013.10.07	00:00:00	131.953	132.046	131.630	131.722	10402	0	3
2013.10.07	04:00:00	131.724	131.867	131.665	131.739	6422	0	2
2013.10.07	08:00:00	131.739	131.846	131.514	131.649	10709	0	1
2013.10.07	12:00:00	131.647	131.670	131.369	131.406	9459	0	1
2013.10.07	16:00:00	131.415	131.786	131.413	131.641	10415	0	1
2013.10.07	20:00:00	131.641	131.678	131.143	131.274	7581	0	1
2013.10.08	00:00:00	131.275	131.448	131.172	131.300	8119	0	1
2013.10.08	04:00:00	131.300	131.848	131.280	131.719	8682	0	1
2013.10.08	08:00:00	131.719	131.854	131.573	131.791	10047	0	1
2013.10.08	12:00:00	131.789	132.034	131.643	131.933	9771	0	1
2013.10.08	16:00:00	131.941	132.010	131.470	131.525	11717	0	1
2013.10.08	20:00:00	131.525	131.700	131.432	131.493	6884	0	1
2013.10.09	00:00:00	131.499	132.015	131.490	131.857	7812	0	1
2013.10.09	04:00:00	131.856	132.178	131.850	132.068	8003	0	2
2013.10.09	08:00:00	132.063	132.108	131.596	131.691	11246	0	1
2013.10.09	12:00:00	131.685	131.768	131.352	131.442	10997	0	1
2013.10.09	16:00:00	131.442	131.590	131.244	131.562	11275	0	1
2013.10.09	20:00:00	131.567	131.745	131.482	131.673	9353	0	1
2013.10.10	00:00:00	131.680	131.926	131.662	131.852	7740	0	1
2013.10.10	04:00:00	131.859	132.015	131.783	132.012	7500	0	1
2013.10.10	08:00:00	132.011	132.389	131.819	132.282	10187	0	1
2013.10.10	12:00:00	132.282	132.724	132.220	132.641	11797	0	1
2013.10.10	16:00:00	132.641	132.807	132.528	132.754	11078	0	1
2013.10.10	20:00:00	132.752	132.961	132.685	132.929	7892	0	1
2013.10.11	00:00:00	132.930	133.225	132.444	133.221	9667	0	1
2013.10.11	04:00:00	133.220	133.444	133.117	133.217	7072	0	1
2013.10.11	08:00:00	133.219	133.594	133.032	133.547	10233	0	1
2013.10.11	12:00:00	133.556	133.594	133.198	133.347	9756	0	1
2013.10.11	16:00:00	133.347	133.475	133.225	133.380	11120	0	2
2013.10.11	20:00:00	133.381	133.542	133.367	133.455	5685	0	1
2013.10.14	00:00:00	133.149	133.312	133.149	133.290	4926	0	1
2013.10.14	04:00:00	133.289	133.333	133.257	133.292	2733	0	2
2013.10.14	08:00:00	133.291	133.344	133.143	133.258	6474	0	2
2013.10.14	12:00:00	133.255	133.405	133.168	133.376	7120	0	2
2013.10.14	16:00:00	133.377	133.579	133.279	133.506	7521	0	1
2013.10.14	20:00:00	133.496	133.825	133.486	133.759	6069	0	1
2013.10.15	00:00:00	133.759	133.792	133.433	133.495	6490	0	1
2013.10.15	04:00:00	133.496	133.631	133.482	133.506	4994	0	2
2013.10.15	08:00:00	133.507	133.552	133.211	133.231	10112	0	1
2013.10.15	12:00:00	133.239	133.242	132.829	132.976	11947	0	2
2013.10.15	16:00:00	132.987	133.182	132.881	132.929	11542	0	1
2013.10.15	20:00:00	132.930	133.039	132.630	132.818	9865	0	1
2013.10.16	00:00:00	132.828	133.327	132.745	133.118	9843	0	1
2013.10.16	04:00:00	133.115	133.251	132.963	133.097	6975	0	1
2013.10.16	08:00:00	133.094	133.225	132.972	133.111	9044	0	2
2013.10.16	12:00:00	133.113	133.715	133.058	133.654	10861	0	2
2013.10.16	16:00:00	133.651	133.748	133.236	133.542	14389	0	1
2013.10.16	20:00:00	133.544	133.743	133.490	133.690	6929	0	1
2013.10.17	00:00:00	133.693	133.836	133.621	133.647	7668	0	1
2013.10.17	04:00:00	133.649	133.718	133.330	133.445	7952	0	1
2013.10.17	08:00:00	133.445	133.767	133.350	133.548	13702	0	1
2013.10.17	12:00:00	133.547	133.791	133.480	133.730	12555	0	1
2013.10.17	16:00:00	133.739	133.906	133.570	133.797	10529	0	1
2013.10.17	20:00:00	133.795	133.945	133.754	133.845	5874	0	1
2013.10.18	00:00:00	133.845	134.101	133.812	134.032	6223	0	1
2013.10.18	04:00:00	134.034	134.078	133.851	133.941	5372	0	1
2013.10.18	08:00:00	133.939	134.181	133.692	133.692	10729	0	1
2013.10.18	12:00:00	133.691	133.875	133.611	133.801	10675	0	1
2013.10.18	16:00:00	133.799	134.038	133.679	133.893	8143	0	1
2013.10.18	20:00:00	133.893	133.951	133.704	133.704	4087	0	1
2013.10.21	00:00:00	134.002	134.139	133.868	133.949	5874	0	1
2013.10.21	04:00:00	133.951	134.106	133.918	134.106	5023	0	1
2013.10.21	08:00:00	134.104	134.326	134.000	134.188	8666	0	1
2013.10.21	12:00:00	134.188	134.254	134.073	134.091	8450	0	1
2013.10.21	16:00:00	134.091	134.369	134.091	134.332	7253	0	1
2013.10.21	20:00:00	134.330	134.365	134.236	134.269	5031	0	1
2013.10.22	00:00:00	134.281	134.327	134.196	134.307	4090	0	1
2013.10.22	04:00:00	134.310	134.443	134.284	134.368	4891	0	1
2013.10.22	08:00:00	134.368	134.525	134.334	134.512	7244	0	1
2013.10.22	12:00:00	134.512	135.379	134.341	135.331	10930	0	1
2013.10.22	16:00:00	135.325	135.503	135.116	135.208	10698	0	1
2013.10.22	20:00:00	135.209	135.276	135.117	135.174	5268	0	1
2013.10.23	00:00:00	135.173	135.276	135.047	135.114	5126	0	1
2013.10.23	04:00:00	135.114	135.156	133.974	134.097	10674	0	1
2013.10.23	08:00:00	134.095	134.370	133.603	133.850	12364	0	1
2013.10.23	12:00:00	133.850	134.209	133.651	134.023	10847	0	1
2013.10.23	16:00:00	134.025	134.201	133.909	134.102	10674	0	1
2013.10.23	20:00:00	134.105	134.200	134.029	134.072	5276	0	1
2013.10.24	00:00:00	134.075	134.420	133.890	134.272	7271	0	1
2013.10.24	04:00:00	134.273	134.764	134.107	134.677	7030	0	1
2013.10.24	08:00:00	134.679	134.788	134.030	134.386	11588	0	1
2013.10.24	12:00:00	134.387	134.527	134.248	134.283	11624	0	1
2013.10.24	16:00:00	134.282	134.480	134.259	134.379	9301	0	1
2013.10.24	20:00:00	134.374	134.400	134.227	134.295	4987	0	1
2013.10.25	00:00:00	134.304	134.434	134.072	134.208	6626	0	1
2013.10.25	04:00:00	134.208	134.351	133.980	134.219	9168	0	1
2013.10.25	08:00:00	134.216	134.247	133.885	134.126	11214	0	1
2013.10.25	12:00:00	134.126	134.317	134.076	134.235	11031	0	1
2013.10.25	16:00:00	134.235	134.523	134.226	134.359	9192	0	1
2013.10.25	20:00:00	134.359	134.508	134.357	134.410	3838	0	2
2013.10.28	00:00:00	134.659	134.813	134.559	134.735	6030	0	1
2013.10.28	04:00:00	134.739	134.827	134.636	134.692	5338	0	1
2013.10.28	08:00:00	134.694	134.930	134.677	134.818	7814	0	1
2013.10.28	12:00:00	134.816	134.820	134.553	134.626	9986	0	1
2013.10.28	16:00:00	134.626	134.847	134.563	134.840	7522	0	1
2013.10.28	20:00:00	134.844	134.844	134.599	134.640	4559	0	1
2013.10.29	00:00:00	134.636	134.685	134.289	134.414	7500	0	1
2013.10.29	04:00:00	134.418	134.526	134.287	134.512	6357	0	1
2013.10.29	08:00:00	134.512	134.525	134.263	134.394	9513	0	1
2013.10.29	12:00:00	134.394	135.170	134.390	135.098	13192	0	1
2013.10.29	16:00:00	135.097	135.172	134.874	134.882	10912	0	1
2013.10.29	20:00:00	134.879	135.028	134.872	134.942	5597	0	1
2013.10.30	00:00:00	134.944	134.981	134.765	134.905	7063	0	2
2013.10.30	04:00:00	134.904	135.014	134.804	134.950	5720	0	2
2013.10.30	08:00:00	134.953	135.241	134.918	135.215	9746	0	1
2013.10.30	12:00:00	135.216	135.300	135.038	135.241	9561	0	1
2013.10.30	16:00:00	135.238	135.323	135.046	135.317	11181	0	1
2013.10.30	20:00:00	135.318	135.449	135.171	135.177	6797	0	1
2013.10.31	00:00:00	135.179	135.273	135.085	135.195	6945	0	1
2013.10.31	04:00:00	135.195	135.198	134.599	134.736	7918	0	1
2013.10.31	08:00:00	134.736	134.837	134.079	134.116	10799	0	1
2013.10.31	12:00:00	134.117	134.220	133.757	133.859	13483	0	1
2013.10.31	16:00:00	133.860	133.868	133.339	133.620	11475	0	1
2013.10.31	20:00:00	133.620	133.669	133.451	133.639	5891	0	1
2013.11.01	00:00:00	133.630	133.641	132.987	133.066	7708	0	1
2013.11.01	04:00:00	133.068	133.136	132.603	132.818	7961	0	1
2013.11.01	08:00:00	132.820	133.044	132.653	132.895	10779	0	1
2013.11.01	12:00:00	132.893	133.414	132.834	133.357	12191	0	1
2013.11.01	16:00:00	133.358	133.393	133.116	133.232	9594	0	1
2013.11.01	20:00:00	133.235	133.244	132.972	132.972	2901	0	1
2013.11.04	00:00:00	133.131	133.327	133.116	133.250	4191	0	1
2013.11.04	04:00:00	133.253	133.253	132.863	133.184	3985	0	1
2013.11.04	08:00:00	133.174	133.335	133.057	133.300	6268	0	6
2013.11.04	12:00:00	133.303	133.342	133.094	133.219	5784	0	6
2013.11.04	16:00:00	133.218	133.339	133.194	133.274	6183	0	6
2013.11.04	20:00:00	133.269	133.351	133.187	133.300	5494	0	1
2013.11.05	00:00:00	133.302	133.332	132.703	132.768	6755	0	1
2013.11.05	04:00:00	132.769	133.054	132.715	132.864	6541	0	1
2013.11.05	08:00:00	132.863	132.944	132.370	132.678	11163	0	1
2013.11.05	12:00:00	132.678	132.709	132.412	132.477	10331	0	1
2013.11.05	16:00:00	132.480	132.939	132.461	132.818	9862	0	1
2013.11.05	20:00:00	132.818	132.836	132.696	132.741	5522	0	1
2013.11.06	00:00:00	132.741	132.838	132.548	132.822	5838	0	1
2013.11.06	04:00:00	132.819	133.452	132.816	133.148	7325	0	1
2013.11.06	08:00:00	133.151	133.219	132.862	133.179	7552	0	1
2013.11.06	12:00:00	133.183	133.701	133.144	133.611	8999	0	1
2013.11.06	16:00:00	133.614	133.725	133.317	133.455	9078	0	1
2013.11.06	20:00:00	133.454	133.478	133.276	133.301	5008	0	1
2013.11.07	00:00:00	133.305	133.420	133.214	133.284	6742	0	1
2013.11.07	04:00:00	133.284	133.437	133.240	133.392	5248	0	1
2013.11.07	08:00:00	133.390	133.526	133.291	133.304	7994	0	1
2013.11.07	12:00:00	133.304	133.406	131.888	132.611	15062	0	1
2013.11.07	16:00:00	132.615	132.627	131.227	131.355	16292	0	1
2013.11.07	20:00:00	131.357	131.736	131.256	131.707	10521	0	1
2013.11.08	00:00:00	131.707	131.793	131.522	131.686	8422	0	1
2013.11.08	04:00:00	131.683	131.708	131.305	131.543	7016	0	1
2013.11.08	08:00:00	131.540	131.906	131.495	131.761	9544	0	1
2013.11.08	12:00:00	131.760	132.160	131.572	131.983	13500	0	1
2013.11.08	16:00:00	131.985	132.351	131.932	132.300	12646	0	1
2013.11.08	20:00:00	132.304	132.542	132.295	132.367	5165	0	2
2013.11.11	00:00:00	132.466	132.497	132.207	132.264	7485	0	1
2013.11.11	04:00:00	132.264	132.303	132.207	132.275	4316	0	1
2013.11.11	08:00:00	132.275	132.894	132.263	132.839	9414	0	2
2013.11.11	12:00:00	132.837	133.121	132.754	133.076	8342	0	1
2013.11.11	16:00:00	133.076	133.148	132.979	133.042	7071	0	1
2013.11.11	20:00:00	133.042	133.080	132.904	132.939	4294	0	2
2013.11.12	00:00:00	132.943	133.367	132.909	133.310	8456	0	1
2013.11.12	04:00:00	133.310	133.442	133.234	133.373	7170	0	1
2013.11.12	08:00:00	133.373	133.673	133.159	133.640	13475	0	1
2013.11.12	12:00:00	133.642	134.008	133.426	133.950	13450	0	1
2013.11.12	16:00:00	133.951	133.982	133.725	133.831	10830	0	1
2013.11.12	20:00:00	133.832	133.924	133.698	133.838	5586	0	1
2013.11.13	00:00:00	133.848	133.955	133.678	133.776	7248	0	1
2013.11.13	04:00:00	133.779	133.839	133.698	133.802	6181	0	1
2013.11.13	08:00:00	133.798	133.846	133.399	133.612	10775	0	1
2013.11.13	12:00:00	133.611	133.760	133.231	133.396	12272	0	1
2013.11.13	16:00:00	133.403	133.832	133.226	133.800	11505	0	1
2013.11.13	20:00:00	133.800	133.938	133.616	133.850	8663	0	1
2013.11.14	00:00:00	133.847	134.225	133.736	134.224	10472	0	1
2013.11.14	04:00:00	134.222	134.321	134.103	134.173	8894	0	1
2013.11.14	08:00:00	134.171	134.610	134.099	134.324	12999	0	1
2013.11.14	12:00:00	134.325	134.582	134.143	134.483	12355	0	1
2013.11.14	16:00:00	134.483	134.691	134.382	134.594	12384	0	1
2013.11.14	20:00:00	134.596	134.715	134.525	134.676	6010	0	1
2013.11.15	00:00:00	134.678	134.933	134.623	134.853	9281	0	1
2013.11.15	04:00:00	134.853	134.925	134.486	134.739	7470	0	2
2013.11.15	08:00:00	134.745	135.045	134.645	135.008	11321	0	1
2013.11.15	12:00:00	135.012	135.221	134.911	135.162	11344	0	1
2013.11.15	16:00:00	135.163	135.259	135.019	135.170	7990	0	2
2013.11.15	20:00:00	135.169	135.311	135.158	135.176	3977	0	2
2013.11.18	00:00:00	135.266	135.350	135.103	135.209	7530	0	1
2013.11.18	04:00:00	135.209	135.258	134.870	134.948	6991	0	1
2013.11.18	08:00:00	134.947	135.133	134.791	135.110	9942	0	1
2013.11.18	12:00:00	135.108	135.314	135.084	135.299	10200	0	1
2013.11.18	16:00:00	135.298	135.333	135.127	135.234	9205	0	1
2013.11.18	20:00:00	135.236	135.293	134.746	134.940	7352	0	1
2013.11.19	00:00:00	134.940	134.977	134.606	134.706	8474	0	1
2013.11.19	04:00:00	134.708	134.980	134.687	134.931	6507	0	1
2013.11.19	08:00:00	134.931	135.162	134.651	134.754	11775	0	1
2013.11.19	12:00:00	134.754	135.210	134.699	135.033	11198	0	1
2013.11.19	16:00:00	135.039	135.715	135.028	135.616	12033	0	1
